queueLength:vector AmusementAlt1.TicketQueue (#0 - General-0-20190508-15:29:44-6408),,queueLength:vector AmusementAlt1.SecurityQueue1 (#0 - General-0-20190508-15:29:44-6408),,queueLength:vector AmusementAlt1.SecurityQueue2 (#0 - General-0-20190508-15:29:44-6408),,lifeTime:vector AmusementAlt1.EnterPark (#0 - General-0-20190508-15:29:44-6408),
6087.241813988412,114,,,,,16569.916907578177,7018.02768668550014
6118.988958582262,115,,,,,16600.475459414983,7025.11188396479881
6122.760253067284,116,,,,,16640.007604767012,7044.07992295109941
6124.735715477762,115,,,,,16721.817199112503,7116.44494232370013
6136.781163253804,116,,,,,16730.007285070349,7118.77375832580035
6155.832404689055,115,,,,,16786.897159844994,7150.56563050829934
6173.331688610138,116,,,,,16804.376896799904,7184.063541120400235
6189.541551553781,117,,,,,16828.594669502679,7169.36541117659906
6195.041943114471,116,,,,,16862.454828007571,7165.034469311400215
6231.907283843189,115,,,,,16878.83430411275,7178.916728259799105
6246.690058510102,116,,,,,16949.450509828914,7235.98102724469934
6247.188620424656,117,,,,,16976.50576527791,7266.51966711589919
6263.339586461285,116,,,,,17019.258263335799,7278.31439545789906
6271.239767318837,117,,,,,17027.414558297533,7267.49096348409873
6295.854144339456,118,,,,,17077.467706027728,7313.815118530499575
6307.877237267135,119,,,,,17107.546104290098,7342.19608857210003
6323.805064279691,118,,,,,17178.272642351016,7389.732307312899105
6332.570834788205,119,,,,,17203.552335167726,7347.153385836700155
6335.87669503462,120,,,,,17250.302176467322,7357.701006907100215
6346.683198253354,119,,,,,17274.396997849621,7367.0846931904998
6347.743306399833,120,,,,,17350.443163179472,7442.46176333780019
6366.27607840577,121,,,,,17360.721794933295,7443.438680216699125
6368.384001004011,122,,,,,17405.340130409388,7476.956381186499105
6378.035505307226,123,,,,,17451.211178442309,7498.042744729598755
6394.41412381148,122,,,,,17454.400126250045,7518.355015685499875
6416.500251523226,121,,,,,17531.083329076218,7538.766527518799165
6442.541826981558,122,,,,,17537.258756882804,7522.90671697899958
6460.482887263671,123,,,,,17587.506142399638,7515.135921672199375
6466.469947322499,124,,,,,17646.115155386542,7550.61094886509998
6498.042397687627,123,,,,,17673.502792130713,7555.47752965529978
6510.218914887441,122,,,,,17722.883463965166,7599.603093290999785
6511.884149470433,123,,,,,17732.423101438452,7603.524907654298635
6564.334635541968,122,,,,,17792.441499795659,7636.08882589489984
6579.67015481012,121,,,,,17794.914085288515,7587.345533092398885
6582.065420490508,122,,,,,17866.420619684745,7643.517559846099155
6591.402707361774,123,,,,,17875.369455886738,7615.278264599699435
6636.452564763199,124,,,,,17936.712019905109,7669.463775171499915
6650.090149857657,123,,,,,17946.738655116464,7642.47869745119895
6651.340129991154,124,,,,,18029.514516352702,7651.134745940998955
6654.343842934389,123,,,,,18047.786926453848,7667.129942895999165
6659.336035440702,124,,,,,18101.798039322553,7679.10718408309911
6660.334347489228,125,,,,,18128.727086738015,7687.887973099799605
6706.684868740539,126,,,,,18179.570568000626,7714.302478742500155
6712.535880764364,127,,,,,18207.179154673455,7747.457215993899785
6720.543511393552,128,,,,,18264.750900931845,7777.07563001860033
6725.103152618039,127,,,,,18289.971052883177,7796.531518611700435
6732.360215801643,128,,,,,18325.47678647413,7826.953158948499515
6746.652899549202,129,,,,,18336.431261676102,7824.698156264799735
6762.687066878403,128,,,,,18402.654566898693,7890.420169736398725
6773.601876023019,129,,,,,18435.143171334539,7921.942557276199265
6825.011684572556,128,,,,,18444.984288505446,7931.933601336098925
6831.413748134042,127,,,,,18499.073614127958,7965.45635168859914
6831.50422836344,128,,,,,18511.333429910634,7953.29056393310019
6873.782364656374,129,,,,,18567.440172167862,7976.249415776999715
6880.150224977491,130,,,,,18599.852358196931,7987.430535480099905
6895.841358915851,131,,,,,18629.438639188075,7987.62615015389926
6897.60612509197,130,,,,,18639.962907557525,7992.84051767039998
6899.051041063015,131,,,,,18708.297110848744,8058.78942356209879
6918.478349969455,130,,,,,18749.905210990763,8098.70004922790029
6923.831771210581,131,,,,,18782.564882154398,8126.583549202499825
6924.32843536551,132,,,,,18858.775665449999,8190.97852244850035
6939.451760321315,133,,,,,18888.379273916521,8224.625269640000605
6955.783614098274,134,,,,,18938.596227787602,8251.89872497379836
6980.179432225952,133,,,,,18953.741692069556,8256.72655480530009
7006.122780314607,132,,,,,18983.95534909271,8264.27244662250083
7006.833143969223,133,,,,,19011.856569790521,8281.091984423397635
7054.158949246171,134,,,,,19058.162627687076,8326.065939575099015
7067.192980318877,133,,,,,19087.830095500787,8354.420143685299955
7073.62840011909,134,,,,,19145.883665561358,8406.334166094999075
7089.685492995894,133,,,,,19160.419934647384,8416.200161060300135
7097.109802854978,134,,,,,19227.231931928121,8474.44699776480045
7120.876386060727,135,,,,,19264.208698488694,8457.542610625700005
7136.366721819426,136,,,,,19291.730058010043,8476.68878310189755
7141.836762199958,135,,,,,19339.786462330369,8506.131716289797605
7158.658941879408,136,,,,,19387.058634869447,8527.41990218019781
7163.810639206232,137,,,,,19417.958044772566,8521.850974472497885
7170.719460150651,136,,,,,19455.044971537378,8575.11370376289776
7184.647528502652,137,,,,,19502.96680441613,8557.5898415324991
7220.540990782595,138,,,,,19545.015657394491,8546.39107017539933
7232.375777697229,137,,,,,19545.017377793551,8571.50180400439783
7239.678537195625,136,,,,,19617.168777179123,8583.707909530799925
7286.353967387784,137,,,,,19646.306726308208,8600.02933722989835
7307.27047324351,138,,,,,19702.482122834103,8638.430653203598905
7315.398730578459,139,,,,,19741.241823038272,8666.64697761380009
7315.989366801738,140,,,,,19749.765714514226,8666.332205312297425
7320.976811112287,139,,,,,19820.809859914271,8693.401044918999075
7340.478391356361,138,,,,,19823.812847128412,8624.230931794598265
7347.282497815688,139,,,,,19869.780032455598,8631.136950881100315
7369.722232952033,138,,,,,19887.995004799047,8663.624146289599565
7380.149562519805,139,,,,,19951.727375804021,8652.28339362339828
7390.71244233424,140,,,,,19953.615034447364,8659.64234951169781
7406.204717061363,141,,,,,20008.794444370472,8657.99200779460076
7423.558565977869,140,,,,,20060.937890989017,8692.517302067597465
7425.730557520734,141,,,,,20095.996253929965,8724.376952931197575
7433.689525413711,142,,,,,20112.212708629454,8734.742846172197425
7436.554499489418,143,,,,,20166.408341055285,8782.999537422398105
7438.369648929827,142,,,,,20171.890386993599,8763.79998282589801
7446.919056451493,143,,,,,20229.288686855017,8805.983950650697785
7460.891127790419,144,,,,,20286.449548405756,8845.440475308398135
7470.431082809306,145,,,,,20303.948922453838,8855.04134351460013
7472.901137247373,144,,,,,20345.708765229153,8863.62931855180066
7521.541437142588,145,,,,,20385.552195435745,8854.177546029997725
7522.320903928742,144,,,,,20397.022328552379,8789.156286017900105
7529.782282343837,143,,,,,20429.356228682697,8791.28208977439861
7544.373747613007,144,,,,,20468.541661670671,8788.294173124697385
7548.21565913598,145,,,,,20509.313856895273,8826.014845386500355
7555.825878107221,146,,,,,20527.311302003845,8724.687576500000415
7565.683453474559,147,,,,,20604.427912107619,8753.233381440299105
7571.344902191508,148,,,,,20623.837031676542,8801.450333109398315
7590.795707439546,147,,,,,20668.886481755281,8812.940640229400715
7629.902951125601,146,,,,,20698.834266777283,8836.741079796298405
7632.135533994186,147,,,,,20763.973002388516,8900.655426765100825
7637.572850765672,148,,,,,20795.453256836358,8914.997219183198435
7659.829893538978,147,,,,,20810.949796305404,8888.739953389598635
7685.265157630288,148,,,,,20884.993097744307,8936.96400071679814
7693.443508215218,149,,,,,20927.047191395464,8976.554426922197265
7705.049299974882,150,,,,,20973.733586274118,8973.62153329539794
7719.832382861742,149,,,,,20987.159657604846,9033.07267194669836
7724.69406366307,150,,,,,21065.572582147627,9022.597150118097465
7730.378458533637,151,,,,,21078.754661034824,9052.49678035609756
7745.405412950162,150,,,,,21130.156764229523,9041.59249170479958
7772.534065701706,151,,,,,21151.309755051739,9091.069352136899375
7773.794534586855,152,,,,,21244.721274021301,9139.7476501380988
7786.669030703899,153,,,,,21247.114827799033,9127.57292440769739
7790.980431459587,152,,,,,21328.585144663771,9166.54894346079888
7816.500286711158,151,,,,,21340.709819577683,9204.53505713219781
7834.330396167729,152,,,,,21374.500615265846,9206.86927801499766
7849.135439996028,153,,,,,21435.436263025969,9200.54727824849758
7856.396383083906,154,,,,,21443.812206160976,9275.39446391159796
7864.126266724779,155,,,,,21521.442118818267,9278.45166945719753
7865.372167057468,154,,,,,21564.068713264324,9295.07734371969851
7886.980851057792,153,,,,,21599.852252323666,9296.56242069699871
7939.606321720226,152,,,,,21629.629020230626,9227.09853370599736
7946.321217309277,151,,,,,21684.931109604119,9275.41562201519988
7988.044469099219,152,,,,,21686.020200851992,9282.06297419909968
8016.026005383141,151,,,,,21786.572010518561,9342.64332857009865
8032.735463805135,150,,,,,21793.17683187662,9359.19754947669931
8040.037934006124,151,,,,,21831.409263726135,9361.45832902049731
8054.489978756829,152,,,,,21861.012648342908,9359.41490063149828
8065.824017953824,153,,,,,21894.782987488026,9386.31173207679965
8074.999044006753,154,,,,,21914.719862703453,9382.10718407409875
8083.566440782633,153,,,,,21951.462666651143,9403.26181554859792
8099.515686388976,152,,,,,21989.626277987033,9453.04957294670016
8127.681671925615,153,,,,,22016.235008822647,9453.26390697970053
8129.717984765156,154,,,,,22040.096302419077,9449.08566163619978
8141.274634445575,153,,,,,22100.364845296544,9470.9251257939977
8144.697535913528,152,,,,,22130.249756144846,9487.28063904490043
8151.119634557716,153,,,,,22172.876864503373,9517.62214183109969
8201.670071903762,152,,,,,22208.158890426475,9514.40545100099913
8208.349831912705,151,,,,,22242.357928118751,9535.42631775650076
8250.776138353274,150,,,,,22274.022048310738,9560.51719679509911
8260.414838782932,149,,,,,22304.836247544544,9549.0634303432998
8295.789003613689,150,,,,,22333.616632275903,9531.26929733100037
8302.144390441324,151,,,,,22348.372969828306,9374.80526969720082
8310.318743526006,152,,,,,22418.78261632644,9421.13249299299785
8312.031159408225,153,,,,,22444.926953099793,9411.36369098959763
8315.22715501691,154,,,,,22491.922298743834,9447.63505283089759
8337.459313760891,153,,,,,22541.83109528644,9497.29893259659726
8338.852083930296,152,,,,,22570.236057431371,9525.05228166979938
8344.213592406424,153,,,,,22600.173003414483,9547.19258272260045
8373.877060567126,154,,,,,22649.621298821116,9572.85751663909829
8377.831695925948,155,,,,,22670.975520035562,9567.51087616699801
8412.786960429526,154,,,,,22727.451007523383,9623.15512127889812
8417.804443500772,153,,,,,22803.546945893798,9597.85827569590033
8441.589379371415,154,,,,,22806.953728672461,9646.91206977429825
8476.023844695141,153,,,,,22878.091453231962,9654.43271626830025
8498.119858782706,154,,,,,22878.4116387298,9671.82353517309817
8499.622767510153,153,,,,,22956.940710674099,9685.35206718759943
8549.05361039741,152,,,,,22975.532561908059,9709.54814798369986
8578.576853622595,151,,,,,23044.809032320342,9768.13767057659785
8580.118544636102,152,,,,,23053.150045050116,9773.82430270949767
8580.297972382782,153,,,,,23127.281313506639,9786.5137983614986
8582.344341974233,154,,,,,23152.74802055945,9811.32268001819826
8584.235676704252,155,,,,,23205.343660448635,9839.51135334909848
8598.009893583374,156,,,,,23219.292946801738,9877.44415362340075
8617.318609577305,157,,,,,23254.503248252861,9883.08518311310033
8630.246892874547,156,,,,,23268.427709080641,9866.34951582549908
8634.720207784645,157,,,,,23338.535017705576,9903.81794724969946
8648.207697690789,156,,,,,23370.150301585401,9962.69269776339931
8706.02778544979,155,,,,,23415.501456286462,9961.4063777728006
8718.625580187084,156,,,,,23450.318099014637,9993.34679340510044
8730.840663684385,157,,,,,23492.887587014918,10005.78982815999912
8745.042070597499,158,,,,,23512.631957829586,9983.73872122129975
8746.872623074716,157,,,,,23550.319465243577,10018.65579179300036
8764.349135078054,156,,,,,23629.67057585187,10089.38123575799906
8787.068668271037,155,,,,,23635.588246547976,10082.54627206899746
8823.244885990573,156,,,,,23681.207742177962,10122.33999803099865
8824.45837199407,157,,,,,23706.784332049824,10146.50614061099984
8842.508361810683,156,,,,,23787.558029214805,10168.17423293200042
8846.715648226304,157,,,,,23795.968620064185,10234.17969940799954
8848.403481076757,156,,,,,23872.574299751369,10202.3756347249982
8856.921076181475,157,,,,,23887.298072665282,10209.48208455100028
8868.225308878416,158,,,,,23922.485413568373,10232.61314736699929
8877.617469520987,159,,,,,23990.907560179718,10281.32748908699793
8896.68318814544,160,,,,,24025.092862814653,10309.30637942799872
8907.662375819348,159,,,,,24078.038243707623,10346.55419908199834
8913.184141490665,158,,,,,24084.610909880303,10357.57797799399848
8918.354151911308,159,,,,,24117.437019057945,10364.83475644599817
8933.751390627583,160,,,,,24163.313628061941,10327.53234607299961
8941.353771254352,161,,,,,24171.708136469921,10405.53548288899762
8943.695172040912,162,,,,,24234.885460122325,10369.05984118699776
8977.88064229699,161,,,,,24253.249420574404,10394.86332180699898
8978.6293782928,160,,,,,24312.328902181997,10417.04056377499725
8979.528258758645,161,,,,,24345.23151720587,10466.27440541999746
9006.2596271051,162,,,,,24379.935794812016,10482.72322652199726
9016.46481011227,163,,,,,24411.317784722765,10489.69313899500045
9018.790643447606,164,,,,,24453.004925617509,10516.43190637999938
9033.927729792132,165,,,,,24511.918217979948,10559.14422040199859
9050.663130216646,164,,,,,24513.331043905075,10576.52962293599918
9052.571464603445,165,,,,,24589.427646184088,10635.6051282299995
9053.173120514148,166,,,,,24608.605446065681,10607.74181040999972
9055.348076351894,165,,,,,24646.437079624589,10642.27530884999938
9117.126295662258,166,,,,,24668.855670568846,10664.08042227999973
9123.828696169486,165,,,,,24720.782610645664,10715.99407363299903
9155.419162484086,164,,,,,24743.473237135898,10690.50964530899726
9161.512206097726,165,,,,,24779.310155835275,10724.04050753099723
9170.597957638959,166,,,,,24833.743415319395,10768.32420373499914
9202.479774242165,165,,,,,24835.988403736858,10764.42102914899801
9245.164809112761,164,,,,,24918.754499413445,10818.64069753299914
9267.349706620184,165,,,,,24919.881252270351,10745.9139759649988
9271.490610255034,164,,,,,24979.762704865937,10682.31148710200064
9276.692771149391,165,,,,,25022.726085613674,10716.52879072900029
9292.105392365405,166,,,,,25030.694541180571,10693.5811221170006
9293.888814010769,167,,,,,25102.250963370524,10721.75076962800082
9300.308767168627,168,,,,,25106.538526653701,10740.96722236099955
9305.313832776688,169,,,,,25181.856413754772,10801.012066149
9305.488390702825,170,,,,,25185.752045368051,10780.54144223899853
9307.595913515434,171,,,,,25260.2937962479,10786.82492786500001
9308.101135951449,172,,,,,25272.064682721058,10756.71046538699735
9314.259911863062,173,,,,,25304.627022442121,10705.05158035999917
9317.376295585263,174,,,,,25324.560935371962,10794.56937724800079
9318.745073092928,175,,,,,25395.813333352723,10785.21925177899898
9322.512801280089,174,,,,,25418.328680760068,10787.23853428800063
9333.166121181321,175,,,,,25459.817795496108,10817.08214240099911
9336.703735303758,176,,,,,25523.38667695564,10854.75724258899933
9337.837412926915,177,,,,,25532.108231743525,10864.19465854499863
9350.096335159291,176,,,,,25578.557160648518,10885.78957703199917
9354.242592779105,177,,,,,25595.193205389159,10918.5108317289996
9398.457455426006,176,,,,,25663.61256632896,10762.91968897499825
9399.756992440573,177,,,,,25682.278329385196,10905.81773955899913
9411.104354833891,178,,,,,25710.126789613199,10798.79859362400017
9422.239771062691,179,,,,,25733.30721532945,10759.45164645899783
9429.943479433946,178,,,,,25782.823953367868,10791.85215809199868
9437.265218536096,179,,,,,25814.110519503676,10791.75730728199775
9448.223467290133,180,,,,,25854.725994155984,10830.94542972199994
9469.183540446267,179,,,,,25913.2131558926,10887.14309687099736
9476.031253834667,180,,,,,25938.11541252625,10854.70123205100021
9484.65329037899,181,,,,,25966.97133520497,10873.43953611399771
9497.507809655268,180,,,,,26007.417060968245,10910.24787903600005
9529.861299326505,181,,,,,26032.422561546386,10928.77614546699985
9551.889220892655,182,,,,,26054.26152773194,10945.11346537699863
9557.527711321766,181,,,,,26132.652498590256,11009.3861527589979
9567.257490479296,180,,,,,26155.501409985558,11028.76242667800029
9575.363575450144,181,,,,,26229.261682743435,11076.58277146299948
9595.927681815881,182,,,,,26231.962233176306,11099.98111049799988
9605.372256788762,183,,,,,26302.743774598983,11143.80598624499904
9611.233526744517,184,,,,,26330.538185407614,11163.50615974799798
9620.313355679514,185,,,,,26376.461893388937,11089.15724553499965
9629.239506253137,184,,,,,26405.167452649238,11205.92109261400033
9636.331529336728,185,,,,,26444.286019503615,11136.87993492399978
9642.311859025181,184,,,,,26461.302587892631,11151.36408775900051
9659.229258326109,185,,,,,26527.770464336713,11206.72936329900036
9697.420358696187,186,,,,,26533.314726591447,11211.58652541099941
9699.91757585296,187,,,,,26595.676509982557,11273.5830668119997
9709.986098162045,188,,,,,26622.206637754151,11298.3829390549981
9712.121780395152,187,,,,,26667.49370928243,11325.80947279099926
9713.469482584175,188,,,,,26678.276854089284,11307.55824712799945
9714.231390450715,187,,,,,26770.291147950493,11348.1748698689989
9740.943867877917,188,,,,,26772.162354191061,11346.74190511900084
9759.923594813438,189,,,,,26854.292734250127,11396.3597555699998
9763.65258749725,190,,,,,26858.686623614028,11419.94494450400085
9765.350015718046,191,,,,,26931.744304248167,11431.8219498020007
9788.209538280697,190,,,,,26933.28726413293,11451.45202555799911
9788.540335038165,191,,,,,26985.17931857222,11380.4241966429981
9797.580385702343,190,,,,,26999.143600807151,11441.34844692999826
9856.398949330996,191,,,,,27073.398530818701,11419.87060247900078
9859.211934812071,190,,,,,27086.604432400428,11470.84916318899918
9892.601169560228,191,,,,,27166.154579421642,11460.01148775899853
9893.885398609599,190,,,,,27177.085163918509,11438.51634020200067
9907.312304659097,191,,,,,27230.481166668516,11482.68675369400075
9907.981399841632,192,,,,,27266.480117656644,11518.68449324600075
9917.283114716596,193,,,,,27275.814285045203,11518.46136684699736
9917.890143234334,192,,,,,27340.745052313703,11562.55449613800006
9928.383749222886,193,,,,,27365.193071495138,11570.56241250499801
9936.045110564582,194,,,,,27399.638280847252,11597.83669016500057
9953.168433712671,195,,,,,27463.325674621409,11654.14543284399765
9965.083618087376,194,,,,,27506.263322517187,11668.8821949249977
9992.316801557463,195,,,,,27507.240231397,11612.84905960899775
9993.545995549659,194,,,,,27527.906357361769,11621.15775319900053
10014.35203990377,195,,,,,27610.316466362098,11687.64878681999831
10019.262832511712,194,,,,,27652.762256946774,11707.00367249799816
10056.329035337145,193,,,,,27675.498585872018,11697.44346553399733
10072.370220727452,194,,,,,27703.443397149113,11679.1339699029995
10095.504206521435,195,,,,,27743.885845724293,11699.84426228599837
10118.025262475399,196,,,,,27811.197589874571,11736.5735617509999
10123.280370674192,197,,,,,27841.353259922659,11717.83954077000087
10126.417676133473,196,,,,,27844.299926632322,11766.46362634999966
10128.898193784134,197,,,,,27888.843371183045,11683.83982706899766
10156.352673900753,198,,,,,27922.000097734505,11702.17648124399781
10162.480698882027,197,,,,,27956.725392781697,11731.29242354199956
10205.322086883965,196,,,,,28006.702889869832,11775.23191367400063
10207.568552196107,197,,,,,28021.0961348859,11785.07155897999832
10222.90305983866,198,,,,,28086.464921091961,11808.58601475899918
10230.92363894339,197,,,,,28115.705037369727,11821.1175510879984
10260.091191287033,198,,,,,28186.152631131665,11867.29609305399932
10267.248244733587,199,,,,,28192.379719690564,11873.61649563399982
10270.477032337244,198,,,,,28234.101469172062,11895.6551294700002
10304.259957665307,199,,,,,28274.794325574038,11925.28536144999813
10316.257378641874,198,,,,,28327.977822203743,11977.74425282199805
10347.999357586339,197,,,,,28372.812068559147,12000.75388084599757
10378.379770411738,198,,,,,28401.328735425358,12016.85093848399987
10380.656983557856,199,,,,,28443.974901805837,12055.78706819199937
10393.009234108962,198,,,,,28473.943587732143,12064.96798033699812
10422.690855239445,199,,,,,28503.656359214669,12027.57826256100085
10428.781168647722,198,,,,,28536.072602168125,11981.33999082199803
10440.839113638227,199,,,,,28617.702740380048,12046.76328634300075
10450.316819927795,198,,,,,28620.658065667479,12036.79321923300082
10459.721938679555,199,,,,,28706.703728577186,12112.76738715299868
10465.268089258155,200,,,,,28712.624348421451,12117.9910860649979
10487.675270913272,201,,,,,28761.548940365081,12164.38361039699882
10493.43953427144,202,,,,,28790.790190965846,12161.87667575999872
10498.523627525648,203,,,,,28805.941577192172,12153.36118588499808
10511.733105411276,204,,,,,28858.409691838602,12199.6462695059999
10512.234397162341,205,,,,,28893.722076749296,12185.33868889699803
10513.050687169357,206,,,,,28923.915535868807,12102.19743688599913
10513.200614058328,207,,,,,28951.30366246013,12118.34329823900038
10529.739472037791,206,,,,,28991.472302716194,12156.45142913100057
10533.617262439381,207,,,,,29030.542146934341,12181.57392854299902
10558.042865977492,208,,,,,29038.623055774592,12170.30033662099956
10560.146367700931,207,,,,,29087.916092212308,12188.03774977499775
10575.93045551927,206,,,,,29120.279203140503,12217.04692973099731
10591.190756390862,207,,,,,29173.227846400419,12251.21680023199947
10612.421822716789,208,,,,,29175.601235227217,12265.21684964700031
10630.00507209878,207,,,,,29252.422030089129,12298.14220579799798
10641.045649280813,206,,,,,29270.061365859813,12270.30985107699957
10641.812489034177,207,,,,,29299.952275701895,12206.02422413699966
10647.122389887134,208,,,,,29331.516317268001,12250.28559343599767
10649.507687286636,209,,,,,29374.918704526866,12243.68415787099723
10651.20516176286,210,,,,,29399.17750125894,12249.16359863099931
10655.981332951858,211,,,,,29409.277766188188,12268.91394725200001
10663.754004276482,212,,,,,29423.360770542061,12272.98829922699947
10667.79714300152,213,,,,,29465.338060364741,12293.35783148799961
10686.697502813756,214,,,,,29528.66243469235,12305.90096361299943
10695.947807088084,213,,,,,29543.814597689459,12318.94072814999887
10697.01513726428,214,,,,,29611.900148895445,12381.51921880799995
10712.068287123635,213,,,,,29623.342465392649,12352.59618127099743
10719.682902470191,214,,,,,29684.075463311449,12407.77371930699878
10730.764585367144,215,,,,,29711.928964782357,12380.05850494599868
10732.096688111964,216,,,,,29767.8729600371,12435.13148737399747
10733.409951815502,217,,,,,29792.904899942221,12435.27652572299845
10739.549499466348,218,,,,,29860.528514390073,12486.9638568509981
10744.219773587113,219,,,,,29872.980298371661,12498.31101914099777
10752.78493416335,220,,,,,29903.334123523473,12473.54467486599965
10770.517743293988,219,,,,,29938.152891471782,12542.87208330800055
10797.727691097933,218,,,,,29976.471023447021,12518.14980816100066
10806.666087862994,219,,,,,30014.979220289325,12453.54564144200043
10815.04127490811,220,,,,,30085.349134855754,12512.85297622199865
10833.654746040571,221,,,,,30110.92996241074,12473.64584138499772
10846.908543331252,220,,,,,30179.228610401928,12536.15881927599907
10859.638732689223,221,,,,,30181.364143512095,12521.9660144980007
10879.931267774514,222,,,,,30243.78202215552,12499.9901939890005
10880.475024450387,221,,,,,30274.006960028997,12611.06332726400063
10896.107070300113,222,,,,,30346.096215303434,12572.37350314699867
10918.055251144499,221,,,,,30349.726189091848,12591.00691868399732
10945.376962883632,222,,,,,30410.793495373524,12636.52175126399738
10973.515573789157,223,,,,,30425.592259520646,12627.02731993300036
10982.538321068666,222,,,,,30481.932118703903,12681.60851220999755
10998.624587219085,223,,,,,30486.96281456833,12627.01054649999782
10998.890962751057,222,,,,,30555.726707272885,12674.30389323699997
11033.460867648333,223,,,,,30580.13043530619,12688.02641101699916
11046.277389078286,224,,,,,30645.33198260115,12753.21361395399795
11054.193602920786,223,,,,,30679.298400141789,12763.98855240500047
11064.051469630525,224,,,,,30724.98083628819,12790.64805827899903
11070.394766239953,223,,,,,30758.746861172867,12807.17850138399805
11074.594845424462,224,,,,,30780.039506117599,12810.09859277899882
11083.433509201912,225,,,,,30826.804887412778,12855.2987471169981
11127.408814995227,226,,,,,30844.467936131576,12860.29553231099995
11134.396400396066,225,,,,,30848.515160075406,12862.71321612799868
11153.886673605101,224,,,,,,
11199.581915333824,225,,,,,,
11219.600603936712,224,,,,,,
11224.370858509438,225,,,,,,
11226.44210398564,224,,,,,,
11238.643081574515,225,,,,,,
11293.972684935616,226,,,,,,
11299.443982180598,227,,,,,,
11307.175228837134,226,,,,,,
11308.418201314157,225,,,,,,
11350.802436575883,226,,,,,,
11368.4205889214,227,,,,,,
11371.619300998785,228,,,,,,
11377.469862457252,229,,,,,,
11377.671770032872,228,,,,,,
11377.836879221834,227,,,,,,
11383.408803632876,228,,,,,,
11408.090404167662,229,,,,,,
11423.304736204354,230,,,,,,
11441.009073097382,231,,,,,,
11448.907578939208,232,,,,,,
11459.712791573751,231,,,,,,
11473.263256799699,230,,,,,,
11482.07944667732,231,,,,,,
11531.374649405747,232,,,,,,
11538.437118963122,231,,,,,,
11546.618638584631,230,,,,,,
11607.866042534527,231,,,,,,
11609.312926267464,230,,,,,,
11636.760661759962,229,,,,,,
11638.074138908289,230,,,,,,
11680.247488545997,231,,,,,,
11683.299011508794,232,,,,,,
11687.468677987569,231,,,,,,
11714.678539667088,230,,,,,,
11742.883289467201,229,,,,,,
11781.78841487589,228,,,,,,
11802.623725503859,229,,,,,,
11822.386698567173,230,,,,,,
11827.00813770377,229,,,,,,
11839.944891566246,228,,,,,,
11851.194530667315,229,,,,,,
11855.94584152593,230,,,,,,
11862.093186980972,231,,,,,,
11863.317575623437,232,,,,,,
11880.456037653147,233,,,,,,
11896.282123484942,232,,,,,,
11906.041353574484,231,,,,,,
11922.209842915789,232,,,,,,
11948.029097027514,233,,,,,,
11950.492764473272,234,,,,,,
11954.08698565814,235,,,,,,
11963.190875398608,234,,,,,,
11979.893604006497,233,,,,,,
12000.112052978759,234,,,,,,
12026.257880678774,235,,,,,,
12042.975432029551,236,,,,,,
12060.165925979013,235,,,,,,
12060.240402914848,236,,,,,,
12061.529669971793,235,,,,,,
12088.564272524773,236,,,,,,
12104.973623883155,237,,,,,,
12119.541903391337,238,,,,,,
12128.795177623163,237,,,,,,
12130.181785660071,236,,,,,,
12136.174762445442,237,,,,,,
12162.036201202961,238,,,,,,
12167.631337250799,239,,,,,,
12168.417742249375,240,,,,,,
12190.826166203248,239,,,,,,
12220.189346379871,238,,,,,,
12234.888984777428,239,,,,,,
12242.990449361078,240,,,,,,
12264.404560316994,239,,,,,,
12268.991369544653,240,,,,,,
12275.230393807586,239,,,,,,
12303.289831626663,240,,,,,,
12333.477198159964,239,,,,,,
12346.826393420624,238,,,,,,
12402.530486524583,239,,,,,,
12403.957226652887,240,,,,,,
12409.515487588932,241,,,,,,
12415.348094602018,240,,,,,,
12427.223065076089,239,,,,,,
12433.979282399951,240,,,,,,
12443.928681948416,241,,,,,,
12469.950934705641,242,,,,,,
12471.117566473694,241,,,,,,
12498.745371236486,240,,,,,,
12501.597747711423,241,,,,,,
12508.47125541127,242,,,,,,
12532.61267862932,243,,,,,,
12536.576705040343,244,,,,,,
12538.603881896633,243,,,,,,
12548.20085110259,244,,,,,,
12562.971101842914,245,,,,,,
12591.010640782885,246,,,,,,
12613.717676683029,245,,,,,,
12617.265381781941,244,,,,,,
12629.439719502537,245,,,,,,
12642.969117099918,246,,,,,,
12655.254722672254,247,,,,,,
12686.87927121886,246,,,,,,
12693.753439425463,247,,,,,,
12704.405656158168,246,,,,,,
12706.931610362216,247,,,,,,
12713.504851515605,248,,,,,,
12755.772817201276,249,,,,,,
12770.641284364123,248,,,,,,
12777.201425314448,247,,,,,,
12802.347334944885,248,,,,,,
12818.873196940061,247,,,,,,
12833.330539656327,246,,,,,,
12902.49211382328,245,,,,,,
12906.842782347833,244,,,,,,
12955.196591701773,243,,,,,,
12973.56770013112,244,,,,,,
12982.554868375399,243,,,,,,
12997.650123333422,244,,,,,,
13008.146323918077,243,,,,,,
13033.563262110205,244,,,,,,
13044.287245912976,245,,,,,,
13044.532162689837,246,,,,,,
13045.183775761534,247,,,,,,
13046.342202790003,246,,,,,,
13052.980420691894,247,,,,,,
13076.763782182025,248,,,,,,
13086.756273823312,247,,,,,,
13103.464643868548,248,,,,,,
13104.295886244503,249,,,,,,
13122.023536032024,248,,,,,,
