queueLength:vector AmusementAlt4.TicketQueue1 (#0 - General-0-20190508-14:47:15-3216),,queueLength:vector AmusementAlt4.SecurityQueue1 (#0 - General-0-20190508-14:47:15-3216),,lifeTime:vector AmusementAlt4.EnterPark (#0 - General-0-20190508-14:47:15-3216),
6132.81616337451,2,,,7293.86573320295,124.5241539498299797
6138.347147768439,1,,,7308.195178725349,114.1041707577099938
6154.729160779499,2,,,7308.574604694075,112.0982993269399795
6156.909798051931,3,,,7322.039819213842,133.2587120991599926
6160.461334239152,2,,,7364.666984829274,166.4932049859099828
6179.831358753213,3,,,7370.971292680699,158.8558503872299633
6185.741773140118,2,,,7377.758550188915,174.8085991565599778
6191.196453039761,1,,,7390.932920466364,167.7357952759500102
6195.142140398698,2,,,7443.161539100207,218.632311164969962
6203.919223939539,3,,,7445.96552645337,220.1230348145999746
6204.305386043392,4,,,7464.938694834069,228.2863814236799832
6231.645651782476,3,,,7489.084780523321,243.86730653669997
6234.269340724521,2,,,7489.094681287928,189.9960536016599793
6242.027688180206,3,,,7497.427567922808,265.4455286331899507
6243.706888980872,4,,,7527.801043633058,212.5266134211900058
6248.487854114941,3,,,7571.254493185212,194.4217205639499746
6258.84219898418,2,,,7582.87938593496,172.044134728419976
6259.119510196886,3,,,7591.935863455942,243.241701740209975
6260.488287704551,4,,,7618.949888325954,162.7548293026899835
6274.909335792944,5,,,7626.562839588114,166.8569076690499735
6276.266453353902,6,,,7667.576728734867,211.2783439895200096
6281.303949047781,7,,,7670.95091713645,187.5512622042799643
6299.57318171844,6,,,7690.801388725476,193.1295107282300018
6308.993643949804,5,,,7701.859042455344,201.1633559292199597
6320.101184239598,6,,,7754.236981104148,222.4853892137300012
6322.513615328912,5,,,7755.537022371746,252.1091586517999862
6340.643957185208,4,,,7766.738392603481,228.3377622813799793
6365.615583901066,5,,,7790.596773455543,278.2745406364999767
6374.214027955841,6,,,7835.981184508797,239.3704355787600082
6375.674278832686,7,,,7837.889312893699,275.821892104429934
6382.129922877667,6,,,7851.286091693119,239.4610107263899852
6388.840788224459,5,,,7871.357307684659,303.3509457197699237
6393.239700349173,4,,,7912.435018205713,252.3698664338899667
6401.31940510663,3,,,7916.301430278141,299.911416847440022
6406.091796985353,4,,,7949.122373938475,271.8159896207099552
6456.134956636148,5,,,7954.673855084553,326.4403455742999532
6457.230718143657,4,,,7981.736219033023,272.9064904598699277
6462.989381173201,3,,,7982.486786158447,282.1051265733499337
6468.226120635479,2,,,8003.241962412419,272.2851725400499837
6472.564037889283,1,,,8017.234762547091,283.2264497119299437
6484.617576948868,2,,,8052.797965976265,317.8638630227400187
6486.669162146808,3,,,8062.396608499863,310.356317691499952
6501.531875232913,4,,,8077.932074957592,306.478469192309943
6519.212733917498,3,,,8083.091376692531,334.8306562185299515
6522.647135127674,2,,,8139.540477909718,314.1252112854399442
6539.722975602991,3,,,8140.041863945893,313.4022086791500205
6539.800332066737,4,,,8151.863821260417,305.526305066630015
6541.926419329964,3,,,8161.75548397957,317.977366683109948
6543.390784458005,2,,,8171.603620951671,267.9680802783199157
6558.580704137206,3,,,8221.689947978754,320.0829029732100242
6584.012904183593,4,,,8230.675288931512,277.445649720449977
6588.274206746489,3,,,8231.442901764009,261.1454488285500012
6593.65581866118,2,,,8234.664490976437,321.2591645752800095
6602.773066495754,3,,,8285.195398794056,227.4800612868999671
6608.65347991777,2,,,8293.201344309175,256.1661232568400227
6615.98504660877,1,,,8299.838613543114,288.6648312482999462
6644.799639688069,0,,,8317.559276969991,332.6935445263500232
6656.193565965915,1,,,8358.374291993547,253.4860024438800102
6668.237823019334,0,,,8365.803169333529,267.9966557857899252
6890.572365793859,1,,,8375.216395811516,283.2025962223499377
6905.906873436412,2,,,8386.604501761318,227.8642148583199962
6917.716693417063,1,,,8402.132448956199,225.2539762513499671
6943.095004884785,2,,,8465.938511285844,299.0094381294600217
6944.436841298628,1,,,8480.817611626454,266.2927401021299822
6946.884284019484,0,,,8483.860604266036,280.9598788039600082
6950.252058331339,1,,,8496.065778456928,273.0630601261199207
6953.741544454152,0,,,8506.487066474246,203.5016841686099831
6957.50588105546,1,,,8523.875167638259,234.403831647829974
6967.954465922415,2,,,8545.874583531549,294.8323262607699452
6970.231679068533,3,,,8573.415313765783,244.2560282654599737
7003.050433115547,2,,,8609.569978146967,278.9086692293699335
7012.265550750122,3,,,8624.05149541425,291.956342135579915
7028.774175708385,2,,,8630.039655383789,291.3712609517299362
7030.413809148904,3,,,8651.888727449436,309.3365134417599612
7038.798221897335,2,,,8654.797604756695,242.0620985661499835
7044.814435552124,1,,,8675.676117519728,211.9915863113499757
7049.296634190232,2,,,8709.96275846226,206.0959412031500043
7060.35801893438,1,,,8715.073830848766,240.7073798810599775
7062.50611207586,2,,,8733.947200036038,206.2970212867899696
7114.670390905838,1,,,8780.957514043458,238.8384152928999802
7114.962622513825,2,,,8792.116852578732,249.166511452219992
7129.732479098454,1,,,8806.790038838492,204.1581557358699676
7138.610977210169,0,,,8810.937921595336,212.241807815129959
7148.110512927195,1,,,8835.265899313078,215.4884097455899897
7148.627769670471,0,,,8843.752550256461,226.4378908271899595
7169.341579253122,1,,,8872.907661447802,247.453545672959989
7184.297578756627,0,,,8883.695414763385,263.295106526909989
7188.781107114678,1,,,8902.875044171343,228.2664332254099682
7194.091007967635,2,,,8925.63999791089,282.725101101619997
7196.476305367137,3,,,8944.077238580901,258.8611343375299602
7198.173779843361,4,,,8978.310309807033,262.4340774482200225
7199.591183496303,3,,,8979.645900170716,258.3902572450699597
7202.949951032359,4,,,9008.487376181592,222.6949676726999876
7203.726170971712,3,,,9032.995980646812,306.5426986795499705
7205.669454875236,2,,,9040.71111610153,195.8131027477699597
7212.115442293464,3,,,9066.754224992941,179.4748125834299791
7223.197125190417,4,,,9086.378168395063,299.0750306679799437
7224.529227935237,5,,,9088.348167872283,166.5966127525999803
7225.842491638775,6,,,9107.293655166925,194.0087081683299735
7231.982039289621,7,,,9154.869633377919,220.2185615044699593
7236.652313410386,8,,,9157.27531559091,214.3247426934099731
7245.217473986623,9,,,9174.388717663691,182.9076335838399806
7255.320216599449,8,,,9199.256763673006,256.5782062952699777
7275.03470157079,7,,,9215.705923557362,199.1094622415299676
7279.992802703092,6,,,9216.997594142529,195.1926314369200093
7291.328858849534,5,,,9248.655257422449,216.002700842389969
7299.098627686267,6,,,9250.056996643994,201.4318634551999587
7315.274430211866,7,,,9278.685430866352,215.7433687311799978
7331.711016636713,6,,,9318.965356069018,208.9821762324199876
7344.18376851196,5,,,9352.359871360179,171.1126008490500103
7348.694161715737,6,,,9357.564734620452,190.7495356669699608
7357.782034923244,5,,,9385.478147242487,214.3781298528600126
7363.263718140433,4,,,9410.57612776254,150.2757719457899833
7376.832772621262,5,,,9437.391755184405,245.5221342909599675
7403.313021738059,4,,,9450.820689704042,118.2696430230699882
7410.835251206542,5,,,9452.050064237018,100.4057641918300016
7425.019480118518,4,,,9469.116772154719,108.661556506310006
7442.449928096113,3,,,9529.578432526865,116.1393784013999943
7456.063765529759,2,,,9578.578805621798,122.087695103529995
7456.19505902326,3,,,9589.691800501666,121.6665108814899833
7456.298384745345,4,,,9603.929702054585,90.7305719508509863
7459.705931919069,5,,,9638.811702919902,96.1438104759909885
7459.732287115066,4,,,9642.233644973872,125.4595338013400005
7478.296106429571,3,,,9657.929162013461,115.9771307378800025
7483.399654932168,4,,,9681.175617226592,133.8926880431399691
7497.671877997245,5,,,9708.879762629378,118.9215334053099862
7500.695686526123,6,,,9720.972207172513,135.5042681901400097
7503.427863719944,7,,,9737.203461772548,127.31517373954
7512.322232819046,8,,,9758.436919338961,113.8312356894199976
7513.223878629788,7,,,9788.113197400022,128.4365221282499756
7531.751591890422,8,,,9789.947333028639,140.9059763924399812
7538.400630322102,9,,,9828.422695352814,104.7912949876999843
7554.653896190337,8,,,9832.240895725847,110.0368475731099801
7562.064695151609,7,,,9855.648666731136,122.0551643321399803
7562.067420789265,8,,,9879.89367598134,115.3752167108199837
7567.113703807016,7,,,9919.677941524829,141.0411987774299968
7568.006361964889,8,,,9920.516936259936,117.1433482508899993
7590.586010941404,7,,,9947.266819195812,115.6972694243000031
7596.61074893004,8,,,9962.84042301531,139.3651105496199985
7603.957817094111,7,,,9966.475268722899,102.58480027441999
7611.825080966732,8,,,9977.736175540585,113.9522913937200026
7616.3900134307,9,,,10037.828520253241,145.0720612732199577
7628.233509510257,10,,,10041.679295770658,146.7359465198999822
7640.384940309032,9,,,10055.398938690004,171.407033515579996
7645.252360194249,8,,,10086.177672680487,190.5472232865599828
7649.154725347895,7,,,10122.737406562,226.7417151782399846
7660.065151771824,8,,,10123.850116008184,208.2636313037199891
7669.755207975274,7,,,10125.597040427398,227.8710935143499785
