queueLength:vector AmusementAlt3.TicketQueue1 (#0 - General-0-20190508-14:28:33-4536),,queueLength:vector AmusementAlt3.SecurityQueue1 (#0 - General-0-20190508-14:28:33-4536),,lifeTime:vector AmusementAlt3.EnterPark (#0 - General-0-20190508-14:28:33-4536),
2122.478157209506,1,5557.521425818324,1,2749.859375827782,80.49180479778800605
2123.045037369582,0,5565.142491569789,0,2774.722055085171,127.9820594072699858
2141.812534487876,1,5589.13686940585,1,2788.743439060805,108.4627137354700035
2158.436085089304,0,5590.089386897203,2,2818.615864239276,102.8366545498799948
2203.129215309022,1,5600.966503121491,1,2829.520155548784,139.7098585714899735
2209.742629316604,0,5617.84907451948,0,2851.987484330098,118.2816905402999902
2225.960144859253,1,5638.242935855362,1,2878.613683746713,121.9130622019199843
2228.073888341346,2,5645.931327902546,0,2892.613550842294,93.474609582005996
2229.376145637079,3,5647.916669487564,1,2904.684982115975,136.6209508963299862
2229.707467525511,4,5661.855471930533,2,2918.795040743392,72.7116017342059988
2233.794747898113,3,5662.166744240362,3,2922.62592154548,85.9046116009909891
2245.93028797007,4,5674.834297220974,2,2953.095965165478,100.446141011899982
2263.758649315541,3,5688.795404777527,1,2974.179372515467,127.9012253194700003
2273.195923514541,2,5707.315056701936,0,2998.289588227806,115.4305320497499845
2276.686862259601,3,5722.368898831846,1,3025.045286029285,127.5553230685700038
2289.283475083452,2,5723.637654356792,0,3030.599189173014,90.24723220370600505
2291.051791861763,3,5865.34307566442,1,3065.59235649008,113.9838954844299787
2299.3063891963,4,5865.763250540242,0,3079.870784045493,124.7784198323599862
2304.234705640555,5,5877.407024592386,1,3103.993440757975,126.9008115449900055
2330.193930904884,4,5885.450990022378,0,3106.346436597102,144.7506549741900126
2343.285797474402,3,5923.664425292684,1,3178.571623547983,138.8224045440699678
2356.936699431725,2,5935.85177631051,2,3180.253647889428,108.2777889031000025
2369.413125184248,3,5941.164179713871,1,3211.088310833058,92.2350590307599984
2373.939989070758,2,5942.826119508947,0,3233.299955065454,76.67563163284998465
2394.070734444863,3,5954.575326937394,1,3258.264429485204,122.0517780425499831
2407.090355840038,2,5979.789287758729,2,3271.837327871459,115.4092931668199918
2413.310972976664,3,5980.585346224123,1,3339.890073545907,102.9802792986099856
2418.393872452062,2,5983.451671971257,0,3344.043693639233,123.4542706712300055
2420.122887675554,1,5991.210037282344,1,3379.158605949097,107.867425466029999
2434.578979815606,0,6005.945306867828,0,3480.726078137616,101.6005287665900023
2452.965951068732,1,6010.409712753806,1,3498.019328999338,129.058168709359961
2462.161777424248,2,6012.262345326976,2,3539.786222948236,148.7990416307000026
2472.731121990284,3,6020.583140352461,1,3544.9756561864,108.8397887043599891
2495.007876070434,2,6039.04818250132,2,3567.21819673142,138.416432325259961
2495.506676841772,1,6042.10268644485,1,3568.746039628989,123.8286324351900016
2506.963101185004,0,6045.567958417855,0,3598.227755515719,141.574972188319975
2507.263789585129,1,6086.18756571433,1,3618.11657847697,120.0339404030199828
2507.844961411046,0,6091.899562764069,0,3623.923360292757,163.1735316224300043
2524.106515641875,1,6117.676592144627,1,3651.072038936303,112.2635171169199847
2560.48637124095,0,6118.165954666083,0,3669.605488322245,125.3824786881199878
2571.514267254156,1,6146.680509161544,1,3713.546987030093,169.00939492046001
2571.728848096001,0,6152.033777624521,2,3720.318802602053,161.3883125386499835
2583.985554639393,1,6163.753197829435,1,3738.977963569269,177.9773548375299577
2591.88545814859,0,6168.834815549462,0,3763.176189320713,202.8356602901000081
2646.739995677905,1,6372.387854161858,1,3791.368590340546,225.3689652758100116
2649.14957526095,0,6377.345413933235,0,3799.879289087705,216.5224266252199633
2669.367571029994,1,6433.06330208328,1,3829.832150557403,243.6657737558199972
2676.751758706614,0,6436.677166448733,2,3855.8904870502,176.2939718298399606
2680.28072532534,1,6469.463229532219,1,3858.997550382845,192.8799040468599621
2689.810296977297,2,6470.396820320187,0,3896.78920632006,204.1653483787799808
2690.915821515481,1,6505.66791088121,1,3898.671292866834,211.5735387840999796
2715.779209689391,2,6505.985994667829,0,3949.242610869597,233.6055010697299952
2728.308071554888,1,6516.75844143204,1,3958.55325510652,220.9922940864599915
2729.718498092155,0,6525.431449136063,0,3967.750900455289,142.5953729430199806
2756.700621544797,1,6601.882776608874,1,3991.557119857908,201.6833401894099883
2765.054821424782,0,6614.753066389315,0,4016.635908354387,179.5569430141799776
2768.064031219644,1,6870.236240075104,1,4017.687175873587,95.9478946067380032
2793.417970727218,0,6880.92221110689,0,4073.463955022255,107.3003900914099797
2846.083439009186,1,6904.78152867106,1,4092.137684795696,90.35894441037299855
2846.278147195997,2,6905.417505725414,0,4097.282769544623,104.8799429920800033
2846.865699663385,1,6918.266109775995,1,4137.111350354669,107.7034283723799883
2852.649824153578,2,6940.267348943898,2,4167.274456125225,106.1193895490899875
2863.269291939886,1,6948.737107786243,1,4167.443213802721,69.7376218702519848
2874.391424850418,0,6950.523908655627,0,4238.286075282748,136.0796334730399618
2882.859056178059,1,6987.296085035961,1,4250.628549350524,107.5318555618799789
2897.489962960713,2,6990.119734588073,2,4260.548837250042,117.9507053759499792
2900.076303078091,1,6992.897609596342,1,4309.142777431566,97.2272026912089867
2906.855760306115,0,6999.115079628951,2,4350.815907082917,119.978297517480001
2951.608461005651,1,7015.80610580988,1,4359.031437954235,115.2778518385100025
2953.110729912168,0,7023.731714564661,2,4371.858465287777,130.212801770299961
2955.092364213136,1,7033.334894224486,1,4393.389392561295,104.4862706304499791
2961.595781622907,2,7043.098764802266,0,4471.935963580455,105.2146398414599841
2962.268877721522,1,7045.30606311043,1,4514.825696440602,132.0416372631800067
2977.092629212986,2,7048.04959018669,0,4548.74868137907,95.7833511815709921
2996.263814952436,1,7064.002341553521,1,4559.598279468142,86.0256284998839926
2999.28496060329,0,7065.063554447636,2,4574.273377695866,107.2090610708499976
3436.135867482044,1,7066.508893976628,1,4624.100885921719,114.7587840265699976
3444.9174071938,2,7076.24749630605,2,4633.782630993621,132.436434548019974
3452.50443430454,1,7079.872825791585,1,4648.229137227005,99.2307837263809911
3456.6527833274,2,7093.857319205176,0,4677.401256647321,84.3963167378129809
3460.749828670331,3,7136.551960965541,1,4719.306926835541,99.3530104522159828
3477.784635498103,2,7151.520050959183,0,4753.273853614924,88.64714020962497875
3490.148022878807,1,7155.70312300498,1,4799.632383487682,92.7275337894489833
3498.082638073945,2,7167.051345859024,0,4833.394197139077,87.53007631315099915
3516.548685034749,1,7196.929135440441,1,4845.691268962794,99.9854550669909937
3531.474457794308,0,7205.596862462525,0,4857.532850581987,111.1720656011299863
3544.22300963413,1,7216.595939390432,1,4885.265200058805,84.5189700445519914
3544.537592109629,2,7221.878313573768,0,4885.581889382978,88.17157453117400175
3558.930490063399,3,7232.093923042244,1,4917.760977611392,67.92946424158998265
3559.830753050379,2,7238.463307907692,0,4938.599371220033,129.4635547363999985
3560.340529030609,3,7375.199731632486,1,4940.490250572969,107.8730313534499882
3561.000608731736,4,7400.309488903922,0,4961.495725245384,85.9064070933779928
3565.999625064731,5,7400.404174012812,1,5008.346186131464,114.4114320412199955
3583.356862462481,6,7417.625795084124,0,5039.802215735527,88.4863189222139961
3585.228987463081,5,7518.275794275713,1,5052.450120279523,109.2624808011599948
3586.166376801581,6,7518.889465789484,0,5088.059478220186,71.66840818949199825
3607.165037694705,5,7613.702171853578,1,5097.212514772806,95.4988440825619872
3624.851947397075,4,7623.034221369496,0,5165.941236083327,116.6831013485199828
3634.601315463724,3,7679.325751581798,1,5172.570271523126,103.7862963289399825
3666.117646335981,4,7691.358074408399,2,5198.536680352663,87.3296160215649873
3674.760789269415,3,7699.240982600584,1,5254.556589806041,102.2684757976699923
3679.596515220355,4,7702.56079530082,0,5259.221684220802,104.3559972916000045
3682.864703300025,3,7756.412690612415,1,5290.942527454549,100.6497741389399887
3687.097754082731,4,7761.491240339919,0,5293.89652823961,101.135585493849987
3692.623857941282,5,7761.810681872831,1,5317.816988644431,121.214134375699984
3713.986100105924,4,7767.222480024926,0,5358.398202625361,95.3432678370049868
3715.637109799871,5,7885.476546018354,1,5359.288437770888,157.02413478520998
3737.560961020058,6,7895.19338760516,0,5388.5017903797,108.0545483745999884
3743.680328256214,5,8064.443029932737,1,5401.141644920745,109.0886111559800038
3766.257533031138,4,8067.889515619721,0,5459.036835056123,118.602773408189989
3771.155661522334,3,8086.236734814117,1,5471.319292080702,129.6489074598100043
3772.800426852248,2,8087.660596252675,0,5484.063791989118,129.5189112511799858
3789.873779668501,3,8204.138737900221,1,5521.071947764256,113.1293026970599836
3824.105699363115,2,8225.832150252574,0,5549.752429070278,149.5396676439499965
3825.155527512273,3,8379.836352862523,1,5565.142491569789,130.0141650462099956
3829.681142222312,2,8382.735359006382,0,5576.485248009267,159.5483355831499915
3837.078965340209,3,8553.543186134793,1,5600.966503121491,157.8885949994499918
3844.419615579361,2,8566.232552308188,0,5617.84907451948,167.8325887343399922
3861.715476707978,1,8579.506943085539,1,5624.263383060546,172.9410253624899945
3913.579670897976,0,8584.150942013191,0,5645.931327902546,142.6155052975900043
4509.342101895149,1,8593.377925039098,1,5674.834297220974,166.0714500889199593
4519.241368838242,0,8599.573937158769,0,5688.795404777527,133.7317001752300025
4800.746230014253,1,8614.110150836168,1,5707.315056701936,154.2876649391799896
4803.631675885023,0,8615.680044550218,0,5723.637654356792,125.6444907735899786
4832.617219219524,1,8811.044042986681,1,5740.240560223078,163.7752058282200091
4833.37433307378,0,8820.326241287454,0,5742.450588486371,88.96233247155799935
4849.831513369802,1,8884.150120709127,1,5768.881942852772,51.1216306576449993
4855.15962371098,0,8891.099018119,2,5806.165086129885,128.7138023581799753
5196.602854268729,1,8908.260946909775,1,5822.161218795194,115.7234976339800025
5202.264302985678,2,8917.499972718011,0,5851.630977363423,129.9160298094699892
5212.949199565999,1,8928.675139149177,1,5865.763250540242,86.428179591526003
5241.962423527416,0,8929.91533782732,0,5885.450990022378,161.2401806232199982
5341.670384620896,1,8943.84444729006,1,5890.841280358759,101.296306155989981
5343.449781356534,0,8946.250501674661,0,5941.164179713871,123.7663974175999892
5354.54488073794,1,8951.631546462526,1,5942.826119508947,148.5278278840499971
5374.089754420903,0,8952.784596528095,0,5980.585346224123,160.9617665897200135
5407.942645067198,1,9029.401452372935,1,5983.451671971257,161.9367576068399891
5416.936912426121,2,9039.820202871886,2,6005.945306867828,170.6561756242899713
5431.575531444456,1,9043.713628657198,1,6020.583140352461,203.0059303095100057
5432.228820929681,0,9058.038645332158,0,6042.10268644485,204.7825797896899751
5435.128326523578,1,9112.982405454885,1,6045.567958417855,120.6393582905400016
5443.077908122043,2,9112.998744596634,2,6073.584857689606,142.327709738539965
5444.570318767537,1,9121.703823074032,1,6073.747642481452,232.7244147565799597
5450.016485785137,2,9132.161791980165,0,6091.899562764069,139.9292736780299716
5451.322357698056,3,9199.75305015376,1,6118.165954666083,127.3316544535099975
5496.551799375029,2,9214.044150373228,0,6124.272046906821,180.7555535821200003
5503.315822604961,3,9268.820586832404,1,6163.753197829435,153.8531789924099935
5508.762847132056,4,9278.982580795152,2,6168.834815549462,109.8686798823700026
5526.521670847652,3,9280.871362371969,1,6176.758978221442,110.0488932095299785
5528.005774274955,2,9291.166225532005,0,6187.029082932915,95.2888187819889933
5548.330438840604,1,9370.776503805683,1,6220.917239380472,104.8818610581899972
5553.027391762752,2,9373.00626045543,2,6237.520922563508,77.46920675390998635
5555.063704602293,3,9382.553972931119,1,6270.831542694439,95.469045239356006
5557.521425818324,2,9389.52433018704,0,6360.698932457324,88.58468602101598285
5576.465354394853,3,9463.308355263479,1,6377.345413933235,95.8881029677199873
5585.08183727674,2,9473.783356000217,0,6394.410728642164,105.6080543266999991
5589.13686940585,1,9483.447456380605,1,6403.43378060264,112.8476846418099904
5590.089386897203,0,9491.723069257837,0,6469.463229532219,172.543799733639957
5597.993163583206,1,9542.40906640255,1,6470.396820320187,179.6361664332200113
5624.596623285454,0,9570.628104583031,0,6501.700793033281,201.6649795124999962
5721.714947553949,1,9582.581390059328,1,6505.985994667829,204.5814036393799706
5722.368898831846,0,9584.911553684991,0,6525.431449136063,203.2111967643899666
5724.210809399161,1,9603.059090208334,1,6526.943728119731,211.1180890028899733
5757.796413511582,0,9606.392829476661,0,6553.377803419752,236.195046741949965
5794.2982916249,1,9607.578246299503,1,6578.061544948003,217.0440573845099828
5807.776180524192,0,9618.857078723965,0,6593.392521777941,186.8606345529800016
5817.39778229627,1,9706.680000480907,1,6614.753066389315,198.1624842327299793
5817.57721004295,2,9715.695194478925,0,6615.624962329346,200.4946310496100058
5819.623579634401,3,9764.448034980399,1,6639.142187058962,192.1340867497099785
5821.51491436442,4,9767.821781335528,0,6648.342383732232,179.306361856829994
5835.24265549008,3,9771.221980609981,1,6668.95403857759,176.4436621446999987
5835.289131243542,4,9776.261129864186,0,6698.943766436059,183.0520058288699933
5837.320106655162,5,9833.067143761078,1,6715.436255733284,196.7154530262999962
5841.023227724873,6,9857.685774093948,2,6725.509260588256,215.6640627420399588
5855.910401553467,5,9863.230928031767,1,6736.505706478364,194.8871747819999877
5865.34307566442,4,9865.863712178384,0,6763.903415083189,212.2163610777399746
5877.407024592386,3,9927.824095928468,1,6782.433601981639,221.9557643985600058
5892.046152633356,2,9943.772920460156,0,6794.783713710103,239.6132752825199632
5923.664425292684,1,9952.754130565619,1,6823.371956981048,261.9353754063299665
5924.928600127312,2,9960.680379453641,0,6855.348967562511,276.3020172215999525
5931.257147951067,3,10015.458784118471,1,6880.92221110689,274.7505276732699707
5935.85177631051,2,10019.163897475187,2,6905.417505725414,285.0751007829999242
5943.516493324702,3,10020.473684284634,1,6912.603761272954,329.622397159459978
5951.970289086043,4,10025.376040844296,0,6948.737107786243,250.216114043109996
5954.575326937394,3,10039.10955497529,1,6950.523908655627,293.979283483979997
5979.789287758729,2,10057.303038525248,0,6977.137848971727,261.493532080510021
5990.834300212575,3,10062.640509284662,1,6992.897609596342,265.4924164715799852
5991.210037282344,2,10062.670764856934,0,7015.80610580988,160.5521823166299663
6009.900018837028,3,10086.094788475781,1,7033.334894224486,229.2968490265899952
6010.409712753806,2,10087.537518583871,0,7043.098764802266,284.2024624369799985
6012.262345326976,1,10177.344984389864,1,7048.04959018669,298.609158715619968
6039.04818250132,0,10179.796958063414,0,7066.508893976628,195.9204628408199928
6058.966135667092,1,10238.977576560743,1,7079.872825791585,139.5220629711299688
6066.710085011913,2,10248.556762956699,2,7093.857319205176,186.257175137649994
6075.106213560131,1,10256.259093533363,1,7115.415993587559,177.3424439132299988
6076.423396254566,0,10268.773333632552,0,7124.820776060404,173.1575548195099821
6116.035378322284,1,10317.756129107271,1,7151.520050959183,157.8198865179599575
6117.676592144627,0,10318.694195824631,2,7167.051345859024,183.2961108146499775
6290.760653886967,1,10354.388475058953,1,7177.56045841635,223.3967261985999916
6296.91942979858,2,10357.877667916717,0,7205.596862462525,211.395406270239959
6300.035813520781,3,10407.113877119569,1,7221.878313573768,226.8605673744700071
6301.404591028446,4,10421.315307733695,0,7238.463307907692,222.8789864383699628
6315.825639116839,5,10440.251285886286,1,7247.643878973275,252.476205885000012
6317.182756677797,6,10445.090905668835,0,7271.419276100253,232.2068466590999937
6322.220252371676,7,10480.864572173383,1,7287.907625418048,179.1945818744999876
6350.478450607989,6,10486.022021814743,0,7291.441685037334,190.5013128184099845
6350.719971340565,5,10529.015950532592,1,7316.018296684979,184.3617546041600112
6361.017487563493,6,10546.857827075566,0,7352.826056730735,240.0698744621499822
6365.951081428472,5,10648.03832580536,1,7364.623568959942,232.956104479939994
6372.387854161858,4,10687.482100705992,0,7400.309488903922,264.9625455513099715
6406.531887224961,5,10689.142188916689,1,7417.625795084124,265.057621183710011
6415.130331279736,6,10702.031371531097,2,7428.424369942481,221.9750423424200097
6416.590582156581,7,10702.554643535144,1,7429.661982312177,283.2333560626100267
6430.56711561522,6,10702.779666698328,2,7453.876803945066,225.6551528839399901
6433.035191767216,5,10704.52141443703,3,7455.490826967367,165.7108334968399952
6433.06330208328,4,10717.684953884635,2,7478.393200962627,216.7518183976299603
6436.677166448733,3,10741.912480163922,1,7518.889465789484,225.3116371696999627
6447.008100309248,4,10746.875947711692,0,7527.190465755928,198.7763567069000025
6469.036021875398,5,10751.680370261536,1,7552.607533977363,197.761622804729995
6492.510376432887,6,10771.834715090878,0,7580.774179051195,201.6510566172999565
6502.812982907308,5,10775.157897751352,1,7605.049564213627,175.53463860060998
6505.66791088121,4,10780.636872369481,0,7623.034221369496,179.2470726913999776
6509.845197846215,5,10800.528736367589,1,7626.027174778397,151.9241972014600031
6515.891760607193,6,10807.382807961978,0,7655.138055849566,204.7018687397899718
6516.75844143204,5,10823.962169380851,1,7699.240982600584,134.4127254397999986
6518.720802706984,6,10839.52148605091,2,7702.56079530082,162.4141386748199801
6533.597384073242,5,10841.644910502053,1,7720.832593794753,148.3925186477200096
6541.618531696365,6,10845.344521401745,0,7721.888077374206,144.8830697632000121
6551.68705400545,7,10889.572894609133,1,7761.491240339919,175.6432292903500063
6555.17043842758,8,10904.214922897503,0,7767.222480024926,124.995293965209981
6560.477837583078,9,10911.657635241019,1,7785.555548345411,192.6235650141200033
6561.436581574721,10,10934.125447687815,0,7788.214705870002,122.9122445429499913
6564.073756557953,9,11050.155893692827,1,7821.579642847281,116.0870091862200008
6579.04695034091,10,11068.638187913063,0,7846.810430904604,137.5382269091799681
6580.299267380757,9,11096.769129522459,1,7873.086905249064,144.4013862967299806
6582.981364113497,10,11102.129465770311,0,7895.19338760516,112.546207793820002
6597.130173325766,9,11111.538990790648,1,7899.344709101097,111.946218431139982
6601.882776608874,8,11114.156574836729,2,7926.579040444144,122.0420877444799993
6606.171683433616,9,11123.25132251662,1,7938.521694003946,131.4253424069599985
6620.342404942416,10,11123.39531127045,0,7949.958529440198,86.4214720649929969
6638.281426611288,9,11190.205498814046,1,7980.963266570292,103.6687137654299985
6640.325175566117,8,11191.685309932103,2,8010.027813477227,147.6619330684799813
6656.544625171648,9,11200.492815234426,1,8037.818595015862,120.6997294011000001
6658.408209550454,8,11202.889971568602,0,8039.189115685425,105.0024363462599976
6696.959635033551,7,11260.647813297115,1,8067.889515619721,120.432402581869979
6698.52099374313,8,11271.433561285251,0,8087.660596252675,138.0054277110500031
6702.806033654668,7,11275.562651445349,1,8101.487296723364,135.6544544093999883
6715.644316891219,8,11282.713507705884,0,8113.52328439111,142.0953060292999903
