run,repetition,Module,busy:timeavg,created:last,delaysVisited:max,delaysVisited:mean,dropped:count,generation:max,generation:mean,lifeTime:max,lifeTime:mean,queueingTime:max,queueingTime:mean,queueLength:max,queueLength:timeavg,queuesVisited:max,queuesVisited:mean,totalDelayTime:max,totalDelayTime:mean,totalQueueingTime:max,totalQueueingTime:mean,totalServiceTime:max,totalServiceTime:mean
General-0-20190508-14:44:08-6836,0,AmusementAlt2.Source,NaN,917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.TicketQueue1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,420.89184043525,146.21475323197,13,3.1307783628532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.TicketBooth1,0.92161385313519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.TicketBooth2,0.90076761163342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.TicketBooth3,0.94052250871387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.TicketBooth4,0.94337826617071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.SecurityQueue1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,78.880004562848,16.707497109312,3,0.19603655893092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.SecurityBooth1,0.71836507777701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.SecurityBooth2,0.76364593362618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.EnterPark,NaN,NaN,0,0,NaN,0,0,830.61890800062,290.61825356174,NaN,NaN,NaN,NaN,4,2.824427480916,0,0,735.95844253634,185.98030001959,155.20476353471,104.63795354215
General-0-20190508-14:44:08-6836,0,AmusementAlt2.TicketQueue2,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,689.34448781746,251.4280617198,19,5.6419312044737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
General-0-20190508-14:44:08-6836,0,AmusementAlt2.SecurityQueue2,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,61.174583645448,17.508315923844,2,0.25276770077208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
