queueLength:vector AmusementAlt2.TicketQueue1 (#0 - General-0-20190508-14:44:08-6836),,queueLength:vector AmusementAlt2.SecurityQueue1 (#0 - General-0-20190508-14:44:08-6836),,queueLength:vector AmusementAlt2.TicketQueue2 (#0 - General-0-20190508-14:44:08-6836),,queueLength:vector AmusementAlt2.SecurityQueue2 (#0 - General-0-20190508-14:44:08-6836),,lifeTime:vector AmusementAlt2.EnterPark (#0 - General-0-20190508-14:44:08-6836),
1538.747546372967,1,2966.410255853625,1,2390.202799726062,5,2851.371147275358,1,1297.936492928621,333.1809282965299405
1539.304802249733,0,2995.184753544492,0,2394.199910484476,6,2866.97527773824,0,1336.579891796588,313.047184415650007
1562.584708446065,1,3031.591701091867,1,2396.451058062583,5,2892.158599698101,1,1358.722485701025,100.630605585040001
1589.111089265437,0,3032.63885284652,0,2421.711846106355,4,2911.72318752721,2,1384.660107294897,100.382259898460006
1597.427102923583,1,3048.916515141406,1,2431.281322130834,5,2913.87523090217,1,1414.519492478391,125.7788609199299965
1603.507662703174,0,3051.848404010736,0,2455.368212009013,6,2951.336621079091,0,1452.668549126601,132.3596631260199951
1821.628498016845,1,3149.767491675243,1,2467.686597684696,7,2982.871148201986,1,1478.102953999386,87.93121801422100215
1847.082653747699,0,3156.324452031251,0,2468.702273484505,6,2987.820361796369,0,1491.356832782937,118.4035695313899902
1876.798708933587,1,3177.773333817834,1,2511.661669374639,5,3055.753408627549,1,1560.047295526239,92.9105314162449923
1893.466273746505,2,3187.355795734673,0,2537.809221038398,4,3085.374778713371,0,1574.640438749439,130.0417376460200098
1918.670872267952,1,3227.242753400343,1,2565.316911233686,3,3136.1860427124,1,1589.902781067002,127.4765084253799895
1942.242269237683,0,3229.585810194773,0,2597.884593475589,2,3148.139276492258,0,1615.21531976451,85.1367885377399883
1943.26545528692,1,3235.535768196372,1,2633.11113845935,3,3174.229430139835,1,1644.258358537767,112.9842080526899786
1962.943500343378,2,3252.715639929473,0,2636.709739493913,2,3184.215273069864,0,1645.481301703159,106.7337553301899785
2000.261888542381,1,3281.186343236549,1,2682.295651859808,3,3242.358636863996,1,1686.659135300859,161.7408593528899696
2015.060087262674,0,3282.178620339349,0,2688.607446976664,2,3261.017530003429,0,1686.805072843789,124.2203643977200041
2016.325992542219,1,3366.941556522791,1,2714.07121941496,3,3315.27647434825,1,1710.815501276273,113.3883983526899891
2033.983603441361,2,3395.241829907829,0,2724.311365895756,2,3360.399087891081,0,1746.662492193455,161.3270136365799766
2075.814734893826,3,3423.486107745587,1,2761.120320922692,1,3377.65251840629,1,1790.104776429332,99.884622978273995
2086.392731043012,2,3430.015752046334,0,2796.85574301827,2,3399.918578827739,0,1805.395720677607,97.4255286568750019
2086.544929243643,1,3496.765498243083,1,2808.315445955121,3,3401.476369193638,1,1834.85065168508,85.6640348467309988
2153.721900088395,0,3520.721672636828,0,2818.526815479476,2,3429.186559754284,0,1865.518093549153,112.2245213360899921
2160.163925039727,1,3589.315607670193,1,2819.34951820693,3,3483.345825303054,1,1875.052638068638,98.4968001870659857
2164.374590803809,2,3593.096917533805,0,2836.954154133279,4,3497.054211339916,0,1895.277914590921,92.4719168500359951
2183.775724730686,3,3662.486953297179,1,2851.371147275358,3,3554.934851261264,1,1913.52003847691,105.91557034729999
2223.966010334875,2,3691.241623063902,0,2851.639004992484,4,3555.771599259008,0,1943.198494036285,130.9435255389799972
2246.310940215822,1,3733.751880560832,1,2892.158599698101,3,3625.553980228087,1,1948.651318973529,127.0228209566799926
2308.199695239801,0,3762.812088771417,0,2911.72318752721,2,3658.041385425165,0,1985.066085767659,150.9810015555199806
2327.143790762235,1,3787.179617594039,1,2912.170634487663,3,3690.737934791712,1,1985.140783972175,111.1749157344899851
2343.687425507,2,3801.67749249288,0,2928.369818287274,4,3695.976702606702,0,2040.402801561964,133.545715998239984
2349.990626081316,3,3894.884741876032,1,2934.20873972185,5,3697.583832020243,1,2047.714499937414,170.9157910038300083
2352.809983769617,4,3909.278549445967,0,2937.01825406095,6,3726.082278954527,0,2053.190598881931,159.7243251354299781
2389.467573354134,3,3912.495738318458,1,2937.260438962182,7,3762.116063536693,1,2072.194723477765,156.5485301041799738
2408.567255653641,2,3941.404245146555,0,2958.986593034306,8,3769.418969652361,0,2098.541410550608,155.2759552636899793
2425.27482052512,3,3953.35254660229,1,2978.202025275791,7,3812.962639267946,1,2124.716088735546,163.8863318742600078
2448.996535051432,4,3954.376356028042,0,2982.871148201986,6,3814.89555923359,0,2135.202954586792,172.2594542434100043
2453.274492923365,3,4029.576840891873,1,3042.103463600134,5,3934.063362919303,1,2156.741763556749,193.4669413249399658
2489.810888015098,2,4034.369652629749,0,3055.753408627549,4,3941.025257396446,0,2178.629241762697,97.5429646121669973
2499.854954666413,3,4099.715724404292,1,3096.293677682686,5,4045.648481340901,1,2181.977981001327,165.651988459109986
2537.928119486665,2,4118.702918741139,0,3109.591258795151,4,4057.773993497495,0,2208.206803816724,174.223200375359965
2563.951131258648,3,4143.935426035466,1,3131.575425526458,5,4072.025106345435,1,2235.482268124105,78.26284383063997975
2570.454548668419,4,4146.315413985503,0,3136.1860427124,4,4084.118514815156,0,2247.449227552456,106.7189368924699973
2578.246610052426,3,4169.927745593955,1,3165.319791301609,5,4124.639385627329,1,2277.924758325788,202.1100234319599728
2622.541219549481,2,4171.342370918498,0,3167.558682124486,6,4141.519593422438,0,2285.847957031223,144.8511614746699927
2658.870377960868,3,4230.89737203725,1,3174.229430139835,5,4292.613808630271,1,2331.868199275817,187.6647218295299803
2659.88236416619,2,4248.492759333933,0,3237.156741042574,4,4306.020095406734,0,2338.183767108566,178.0198420688399772
2710.571318450596,3,4314.633389364803,1,3242.358636863996,3,4517.992105842229,1,2374.306475228391,209.9318844245800047
2714.50972002028,2,4339.818390923713,0,3312.664864500705,2,4560.853748744419,2,2386.271133163606,207.5756359999199952
2724.434895334809,1,4386.756769439402,1,3315.27647434825,1,4567.046941780013,1,2424.008158846536,240.2324341158499687
2745.902341870824,2,4399.671630540151,0,3339.823586736663,2,4587.29343161883,0,2425.542457573679,202.1289260208100126
2763.0510439231,3,4462.16406456845,1,3377.65251840629,1,4595.919225260443,1,2446.761725966268,121.4954261496899898
2793.586107600026,2,4465.46038141982,0,3401.476369193638,0,4616.834020087741,0,2464.301037747745,168.7086860951999931
2807.020132099326,3,4544.610559327574,1,3417.928056936737,1,4622.958881495709,1,2484.482880334534,157.3390895722999965
2813.003654784762,2,4572.749207824657,0,3471.371181770505,0,4654.240574888707,2,2493.645296650153,197.823079993439989
2828.131057918686,3,4625.334436908223,1,3486.456636457042,1,4655.329443504657,1,2511.272604444052,167.5851789370499878
2837.283419812974,4,4633.46564353456,0,3498.273340865133,2,4686.269822848968,0,2512.364034315454,179.5897631038000093
2841.380465155905,5,4692.880048897883,1,3525.22231733895,3,4791.332422922806,1,2542.927129638179,188.977815219219962
2853.737659939052,6,4722.745072912562,0,3528.765705278499,2,4795.461043023011,0,2563.995772241478,202.867231454989962
2875.914374431939,5,4771.25127021563,1,3553.06172234742,3,4958.497196150512,1,2575.597299340218,225.6066732589000015
2886.382539718271,4,4781.1333744765,0,3554.934851261264,2,4966.672867012489,0,2589.205899870516,236.3959161008999662
2911.856052012164,5,4816.191661812387,1,3622.232370675398,1,5031.18666697105,1,2601.33762173997,234.1296497688999797
2923.370801954279,6,4822.875932888017,0,3625.553980228087,0,5047.592789159234,0,2640.68742818971,250.4846284636499822
2939.714739108522,7,4843.276619123257,1,3686.24406148124,1,5114.280779950784,1,2651.31607776282,257.1161672783399572
2962.261563783025,6,4864.29933403732,0,3690.737934791712,0,5150.361209213411,0,2655.989536032001,230.7147155068799962
2966.410255853625,5,5150.710006194116,1,3784.269791851739,1,5197.972672836508,1,2688.006410019417,239.0098749679800097
3031.591701091867,4,5153.269294986936,0,3800.852880849638,2,5233.792826332376,0,2719.395635672943,288.114313542109925
3048.916515141406,3,5217.437066781922,1,3812.962639267946,1,5254.407012431832,1,2733.442097690685,169.4909664320400103
3051.792192953302,4,5235.739233176425,0,3825.547906283361,2,5255.93651493054,2,2735.851624755203,280.4834127461899687
3062.828235386067,5,5258.395132551539,1,3873.402277361674,1,5262.421689343849,1,2745.664188652427,245.8092339860099845
3087.350879630738,6,5262.528502463338,2,3907.242054051596,2,5284.277049202173,0,2812.982455122007,345.295857437310018
3102.071659401419,5,5285.791141880739,1,3910.809105069167,1,5317.716616479536,1,2814.182587637574,243.7280389691499625
3134.917329107504,4,5290.20202516432,0,3934.063362919303,0,5319.991355330921,2,2843.234579127441,184.3642011665700116
3149.767491675243,3,5325.354524872945,1,3957.702403278693,1,5333.772892812116,1,2866.97527773824,233.8641392788899785
3177.773333817834,2,5327.898501067277,0,3982.037023629725,0,5364.78028294468,0,2913.526341224134,202.9550227735400078
3227.242753400343,1,5342.306264730554,1,4006.682041739618,1,5382.234822785999,1,2913.87523090217,231.5795790423599662
3227.858047568207,2,5350.625694922295,0,4019.602474442194,0,5397.996662746383,0,2939.917710698756,194.0153688279299891
3234.219138472025,3,5417.11228016333,1,4461.144551068561,1,5516.048404848189,1,2951.336621079091,237.2654016641299667
3235.535768196372,2,5430.353123660007,0,4463.640412913773,2,5529.795934379589,0,2962.288161861356,165.4324188430899762
3243.596701584582,3,5503.403220896732,1,4481.457488951598,3,5622.488079362372,1,2987.820361796369,179.5049158412500097
3250.858278388265,4,5529.106893922718,0,4514.777848210263,2,5637.663498678189,0,2995.184753544492,188.1646214451699843
3281.186343236549,3,5652.476692187003,1,4517.992105842229,1,5655.411284951649,1,3023.415581617111,204.0660634101799921
3287.408803744599,4,5654.614946149191,0,4531.925196924152,2,5662.319537943266,0,3032.63885284652,269.5878089234199697
3299.9361755259,3,5899.949147966202,1,4560.853748744419,1,5700.712388311337,1,3051.848404010736,223.7173460920499785
3327.800493808984,4,5902.367860492707,0,4595.919225260443,0,5712.054051334466,0,3070.413848232054,233.1304284190799757
3341.293714285039,5,5968.447751926862,1,4616.336522319781,1,5744.925184032045,1,3085.374778713371,248.4206245800899627
3348.222380834939,6,5984.149747893179,0,4622.958881495709,0,5751.899431479417,0,3105.587707531583,253.948702539099997
3351.528241081354,7,6333.751976039843,1,4725.115811678639,1,5772.797057034368,1,3131.853597231166,290.4731320752599675
3354.229878729763,6,6352.299065531848,0,4726.568132840754,2,5782.166492181883,0,3148.139276492258,235.96864200458998
3362.336295033392,7,6394.760819359922,1,4726.635922116481,1,5832.761829932874,1,3156.324452031251,302.58679209219997
3366.941556522791,6,6432.581944317462,0,4778.667693819073,0,5836.1266894249,0,3184.215273069864,255.8454547825899672
3407.485830848519,7,6450.021642149844,1,4781.588177477875,1,5868.457269401101,1,3187.355795734673,275.4997437225099462
3423.486107745587,6,6461.634207059959,0,4791.332422922806,0,5877.490491817949,0,3217.219137821252,283.010398099399935
3433.990792375162,7,6488.491542643752,1,4805.883291649233,1,5948.712838991591,1,3229.585810194773,306.215008240489964
3439.702170785224,8,6491.463877710674,0,4848.437204120214,2,5955.363356549599,0,3252.715639929473,313.0009008209499357
3453.801157212738,9,6645.894161419138,1,4850.241989420486,1,6024.493803673419,1,3261.017530003429,323.999275942479925
3461.233472309295,10,6667.033119407387,0,4863.677841218048,2,6056.770122412838,0,3279.910403940693,342.649964978509955
3470.570759180561,11,6746.133818940462,1,4878.28028162316,3,6082.736509602519,1,3282.178620339349,230.3864273860500012
3480.972383726179,10,6751.234440458915,0,4887.254615878888,2,6089.897920466828,0,3298.654108317954,235.8258729318899887
3496.765498243083,9,6815.440645160041,1,4889.406767797731,3,6103.21813106279,1,3346.406610547261,259.0557309165200187
3544.699889168548,10,6827.97552356767,0,4894.411833405792,4,6111.694112255383,0,3360.399087891081,264.1054102083900252
3564.734967660771,9,6892.740664039122,1,4897.876473779359,5,6181.060052399359,1,3395.241829907829,161.02269143579997
3575.616931018884,10,6920.604292776249,0,4939.522143665648,4,6181.147381954797,0,3399.918578827739,440.931985793429929
3589.315607670193,9,6971.921103573917,1,4958.497196150512,3,6248.169927608161,1,3429.186559754284,263.8667684526699295
3600.39766116645,10,6998.614075423778,0,5027.752622643863,2,6273.671978429755,0,3430.015752046334,202.1577044781299713
3615.520986122255,11,7063.149270101119,1,5031.18666697105,1,6335.083539255609,1,3470.017531906039,338.442106379579967
3647.308274794753,10,7091.911050704024,0,5057.9291709276,2,6378.166859758796,0,3470.021890307948,226.4251887233700121
3662.486953297179,9,7375.94012843711,1,5086.41179124032,3,6394.09895967492,1,3497.054211339916,329.4955292154299962
3666.570515993204,10,7382.029736093244,0,5113.080972051383,2,6405.099398936667,2,3517.818053987134,177.9944672504699945
3669.029767330962,11,7413.323114287532,1,5114.280779950784,1,6416.343615369924,1,3520.721672636828,269.8633942485599837
3710.010644686989,12,7416.291824894071,0,5132.456496761335,2,6449.076376674557,0,3535.884258733164,248.4754549885599877
3730.847533983409,13,7446.968166515168,1,5183.342252779775,1,6465.743779479844,1,3555.771599259008,137.8435423222699678
3733.72825457955,12,7472.448854504472,0,5197.972672836508,0,6465.770408293034,0,3593.096917533805,251.8032032487699887
3733.751880560832,11,7488.654308285311,1,5203.081324771169,1,6494.712188832337,1,3593.244252928273,107.7859285197600054
3787.179617594039,10,7500.546851174399,0,5226.174330193242,2,6500.35100592107,0,3632.639557520136,304.8390637111499462
3798.947191192189,11,7531.973994410917,1,5254.407012431832,1,6563.50622103999,1,3658.041385425165,171.5847489681199812
3806.02206582399,12,7540.748247713098,0,5255.906870099002,2,6574.307080281113,0,3691.241623063902,343.0192422289600232
3828.412880359068,13,7562.865730768241,1,5255.93651493054,1,6714.756908914626,1,3695.976702606702,197.7033617415700058
3841.824726788288,12,7575.053624264536,0,5317.716616479536,0,6718.710984574696,0,3702.563531427196,351.0352903458399387
3870.225974395455,11,7655.673990681119,1,5416.141930331647,1,6741.521544986506,1,3726.082278954527,200.8599616155800043
3894.884741876032,10,7661.199045468653,0,5434.451739725854,2,6759.71580825449,0,3762.812088771417,400.475793738030005
3912.495738318458,9,7716.324014486903,1,5443.447293069963,1,6780.024734003427,1,3769.418969652361,216.3572473049399597
3953.35254660229,8,7734.934094692695,0,5490.732864461283,0,6782.736558273954,0,3801.67749249288,394.1916616443600087
3961.194959208292,9,7782.808210893631,1,5539.557907100736,1,6843.812068418031,1,3814.89555923359,128.6514977523499961
3982.836996897971,10,7827.65455184642,0,5564.248984496356,2,6867.632720581523,0,3821.708786802184,382.0066160169599232
4007.864284343897,9,7845.565742962945,1,5600.562412234419,1,6936.2680387434,1,3838.334685122663,89.71657689274300625
4012.366436610185,10,7858.13514611559,0,5622.488079362372,0,6939.620510138595,0,3863.240869459999,429.2500770848399707
4013.626905495334,11,7864.532358893854,1,5625.976927274131,1,6964.707011032602,1,3899.052146368876,116.8283901373299895
4029.576840891873,10,7883.687995317413,0,5628.362224673633,2,6974.684173312249,0,3909.278549445967,455.477392233229919
4078.959158104893,9,7918.376829102952,1,5633.138395862631,3,7020.503066691772,1,3941.025257396446,156.755465544709977
4099.715724404292,8,7922.386901315095,0,5655.411284951649,2,7042.990034933369,0,3941.404245146555,480.170772837259958
4143.935426035466,7,7964.052150104363,1,5660.486510242688,3,7070.457618268932,1,3954.376356028042,483.8055968474799315
4169.927745593955,6,7965.765805629542,0,5661.799773946226,4,7080.434713799505,0,3965.298022342709,389.6810913238299442
4185.206473333604,7,8021.517098968196,1,5666.470048066991,5,7103.792273178396,1,3965.844201737,164.9913208873599608
4190.653497860699,8,8042.315701649688,0,5671.321627244506,6,7107.332215584597,0,4009.469056028288,183.9211497449300047
4214.280568664333,9,8234.470514381386,1,5700.712388311337,5,7366.189655625268,1,4034.369652629749,489.6697634611999755
4223.775961022513,8,8256.741131027953,0,5712.866118441484,6,7379.428597345148,0,4052.227583095239,451.8299219287899842
4230.89737203725,7,8278.594755743063,1,5733.158653526775,7,7441.931796869759,1,4057.773993497495,150.5319394458999788
4292.977607046375,8,8297.702625238934,0,5744.925184032045,6,7464.449717846151,0,4084.118514815156,126.4161115364599932
4295.042666295458,7,8448.385754808531,1,5772.797057034368,5,7484.943189976417,1,4118.702918741139,503.181932618879953
4314.633389364803,6,8455.341169526599,0,5791.687398460574,6,7511.276338958635,0,4141.519593422438,134.8375516828199916
4356.80755366517,5,8468.592921646442,1,5815.180643090048,5,7516.592756798111,1,4146.315413985503,479.744897992300024
4386.756769439402,4,8488.637935573393,0,5832.761829932874,4,7533.422013090234,0,4171.342370918498,502.312603587540023
4446.381816217592,5,8558.610716766956,1,5868.457269401101,3,7534.974626593329,1,4176.153828142515,114.865557183350006
4458.524138996571,4,8561.608283253266,0,5871.09051908536,4,7567.485621585437,0,4195.862519307725,485.851874620739975
4462.16406456845,3,8671.451984268253,1,5884.304820953713,5,7590.309291831799,1,4248.492759333933,517.6452253505199205
4519.154781235689,4,8682.998308344754,0,5893.199190052815,6,7594.174850743575,0,4266.474449994089,467.5272588018999595
4528.726312657086,5,8699.807599907778,1,5938.762759554724,5,7767.183340736092,1,4306.020095406734,100.9145527953299957
4530.985362439722,4,8714.618071733716,0,5948.528793413916,6,7796.810854242228,0,4329.316975345789,106.8023951239999856
4544.610559327574,3,8804.713965810076,1,5948.712838991591,5,7845.205571278478,1,4339.818390923713,533.796325099719978
4571.544302846621,4,8809.174071135037,0,6023.51959144809,4,7858.146907310985,0,4344.657623353766,516.2447429946998895
4577.074056528641,5,8944.56400792025,1,6024.493803673419,3,7923.09530097037,1,4399.671630540151,438.4766713318599607
4614.502475722477,4,8950.418853221363,0,6071.768116656496,4,7935.691333737983,0,4437.537530277831,454.7005333798599607
4625.334436908223,3,9022.199064107807,1,6082.736509602519,3,7997.351179674548,1,4465.46038141982,451.8334759244900145
4682.119520450252,2,9042.926776833927,0,6103.21813106279,2,8018.030111422057,0,4510.869706781076,498.5032701708900025
4692.880048897883,1,9206.681726212715,1,6152.815905136355,3,8093.461828478059,1,4567.046941780013,126.2039700689799981
4694.539337712855,2,9234.895803116592,0,6164.204307635042,2,8095.465166133835,0,4572.749207824657,382.0957099639599607
4748.714434714295,1,9251.750426010742,1,6179.443992145266,3,8172.359265843076,1,4587.29343161883,149.6464555164799883
4761.133320300106,2,9267.259000660008,0,6181.060052399359,2,8185.334008152261,0,4608.807287902437,423.6008145688299452
4771.25127021563,1,9297.443813316446,1,6210.50092816492,3,8225.21989669257,1,4616.834020087741,155.6894690191799663
4771.518394797718,2,9304.996462532588,0,6247.489321242307,2,8249.640151668605,0,4633.46564353456,419.1850748702299815
4779.262344142539,3,9461.952598252424,1,6248.169927608161,1,8322.666356975393,1,4655.329443504657,191.6890305908800078
4808.063928921665,4,9463.75669465898,0,6259.377380460867,2,8327.789218272848,0,4655.782456292721,362.8048492463499302
4816.191661812387,3,9611.705843244455,1,6302.355574365974,3,8329.9401207441,1,4686.269822848968,204.8123338973699668
4843.276619123257,2,9611.965853520288,0,6316.819245198505,4,8371.727564322489,0,4721.984946194313,190.059749270160011
4863.291679114195,3,9745.565643015777,1,6324.231621209898,3,8381.987105189319,1,4722.745072912562,276.363256694970004
4887.623346152367,4,9768.264500755886,0,6335.083539255609,2,8412.171239801802,2,4745.464559722198,226.3097784865099688
4894.842739885066,3,9825.224146854271,1,6391.168182129049,3,8414.295928905135,1,4749.409956068208,133.0734337484299766
4896.519356218401,4,9850.202303000691,0,6394.09895967492,2,8441.669750126807,0,4781.1333744765,209.5890716298799808
4933.022265751932,3,9868.447840800482,1,6405.099398936667,1,8452.747679468112,1,4795.461043023011,80.53380154879400235
4936.673708971176,4,9901.728384824141,0,6447.660563403195,2,8467.307860888127,0,4822.875932888017,294.14962023092994
4966.369990452138,5,9917.64772386848,1,6452.549701255139,3,8472.888876723528,1,4844.874147205673,119.7583355270299985
4977.099335431118,4,9940.35681332893,0,6453.427154814183,4,8514.003069522155,0,4864.29933403732,287.2252775086799365
4977.717352845456,5,9956.339882847948,1,6463.629896055861,5,8528.43582823039,1,4876.249213429065,149.6810805883100097
5005.52513938999,6,9957.989527126022,0,6465.743779479844,4,8542.465785995442,0,4890.757543263807,196.2182055509499596
5016.41446094337,5,10519.334699974061,1,6470.711672057791,5,8547.818683663518,1,4913.26870897387,131.6805314959900097
5064.66939898062,4,10519.402507862615,0,6494.712188832337,4,8575.133898074939,0,4921.156858581173,160.0235382810699883
5089.273406016263,3,10806.52257165401,1,6528.80275477375,5,8623.842742929854,1,4966.672867012489,160.7895753632599843
5095.856366213201,4,10812.085466730003,0,6536.24839043652,6,8630.775077362352,0,4973.887963404752,202.369568607029975
5109.558767771954,5,10937.195369203134,1,6549.316203332487,5,8697.62923367044,1,4991.719658063796,212.4573139212599806
5125.930172631265,4,10943.7018181137,0,6561.609828913618,6,8717.29125278995,0,4992.761233681894,144.3240295616799921
5150.710006194116,3,11289.205793535836,1,6563.50622103999,5,8781.401853710224,1,5047.592789159234,183.914947941190007
