queueLength:vector AmusementAlt2.TicketQueue1 (#0 - General-0-20190508-14:44:08-6836),,queueLength:vector AmusementAlt2.SecurityQueue1 (#0 - General-0-20190508-14:44:08-6836),,queueLength:vector AmusementAlt2.TicketQueue2 (#0 - General-0-20190508-14:44:08-6836),,queueLength:vector AmusementAlt2.SecurityQueue2 (#0 - General-0-20190508-14:44:08-6836),,lifeTime:vector AmusementAlt2.EnterPark (#0 - General-0-20190508-14:44:08-6836),
5201.869699609959,2,11303.638526256053,0,6570.062506774758,6,8817.787235998119,0,5063.953311968737,255.8893830470699972
5210.226360676542,3,11322.149884752453,1,6597.274630732595,7,8842.903664330586,1,5087.287865209375,223.996186095180007
5217.437066781922,2,11335.253196285522,0,6630.994895769363,6,8847.41653518465,0,5103.326869355402,225.0465877322399697
5240.885465292111,3,11338.571024213773,1,6636.40103153978,7,8918.962274822546,1,5124.528255444273,236.9049092919099727
5250.187180167075,4,11362.17225997165,0,6649.579202476533,8,8924.206128163937,0,5150.361209213411,260.9544414156799795
5250.214866419197,5,11408.807165402124,1,6678.478526486533,7,8940.785951305565,1,5153.269294986936,256.7499387685400042
5258.395132551539,4,11410.88211611066,0,6714.756908914626,6,8955.490573501874,0,5179.679974433399,285.2681410276099987
5262.528502463338,3,11447.537534202532,1,6738.972911812791,7,8968.609374888994,1,5189.898707971362,253.2249990001899952
5295.055237943794,4,11449.630755773649,0,6741.521544986506,6,8970.856566487507,0,5233.792826332376,175.8636554047799897
5325.354524872945,3,11548.584257881371,1,6780.024734003427,5,9119.395310264058,1,5235.739233176425,269.3692427242899602
5342.306264730554,2,11571.315252873509,0,6833.631720537773,6,9138.663757569219,0,5262.421689343849,364.5452155644899205
5369.735028685503,3,11642.108723124775,1,6834.291335730942,5,9194.90244110792,1,5284.277049202173,151.8205524408400032
5399.852051547115,4,11647.17705181498,0,6843.812068418031,4,9240.825261461555,0,5285.791141880739,308.073789035280014
5402.84695571228,5,11701.454869964393,1,6847.771083818849,5,9267.031826133626,1,5290.20202516432,284.6768857743300025
5403.025626643236,4,11722.284098633247,0,6903.516856472551,6,9274.315621439537,0,5327.898501067277,232.0421348540799602
5417.11228016333,3,11820.674193518915,1,6912.300413255533,5,9287.736862196102,1,5333.772892812116,247.3611015717999627
5423.395753055768,4,11823.725022500012,0,6936.2680387434,4,9304.20451847038,0,5350.625694922295,241.0669271503400062
5451.248409753559,5,11889.908922300957,1,6964.707011032602,3,9317.061279303696,1,5364.78028294468,161.6989581735099927
5453.748920730412,6,11914.244945780725,0,7011.40029042469,2,9322.246291734899,0,5376.585002201346,166.3586415247999633
5497.894091224713,5,11987.640376168234,1,7020.202945309275,3,9470.877271141229,1,5397.996662746383,171.8223325531399718
5503.403220896732,4,12008.307675566414,0,7020.503066691772,2,9484.161967651732,0,5410.165825780572,154.2589556815700001
5529.062698219261,5,12018.911358466904,1,7063.760087612356,3,9505.029141711301,1,5430.353123660007,189.4676583678999571
5567.750046578427,4,12044.218215950163,0,7070.457618268932,2,9541.25092915341,0,5463.785262070512,213.5980819034400038
5595.435006982238,3,12054.431833396914,1,7103.792273178396,1,9555.834668650399,1,5485.820994010678,123.0509380087899837
5631.45707557625,2,12075.916317438551,0,7146.518577775461,0,9577.335800234465,2,5529.106893922718,234.0516559789199952
5652.476692187003,1,12089.374134673916,1,7246.037942229397,1,9580.151633736165,1,5529.795934379589,115.8149253853899831
5699.158996280949,0,12102.787170457105,0,7252.212857588245,2,9610.918801911379,0,5544.806455540515,128.6645252088699745
5710.407802678466,1,12117.79928402171,1,7271.007709504842,3,9631.846121548855,1,5556.399552915104,306.1846864959099992
5738.136096161301,0,12121.256352706088,0,7275.117165914108,2,9649.102671033137,0,5585.650038449364,215.915009763859984
5766.578385030646,1,12226.781560926899,1,7296.123086740826,3,9724.994671071159,1,5620.812937263192,220.9608857160799847
5789.040379546541,0,12232.637919846659,0,7306.970680615277,4,9732.94747321953,0,5637.663498678189,203.211758952340005
5804.503919890527,1,12289.736953822935,1,7307.077164583327,5,9797.382808302895,1,5654.614946149191,251.7679904369099962
5829.175197432527,0,12328.650921063091,0,7307.305566314198,6,9804.668887127732,0,5662.319537943266,134.0731297310200028
5847.293470350176,1,12402.088628787206,1,7321.622495260571,7,9884.89569457543,1,5684.777711034918,261.3819579791500007
5847.396796072261,2,12410.196777923246,0,7344.338464288101,6,9886.541287064568,0,5712.054051334466,172.4961442337299781
5860.544183035437,1,12475.366005659498,1,7366.189655625268,5,9996.390336377143,1,5725.937615152746,274.689205399189972
5899.949147966202,0,12504.106626627,0,7384.553762151478,6,10003.03406631801,0,5751.899431479417,187.650446983059964
6310.499117976741,1,12606.666500827876,1,7394.701015272987,7,10031.286555811861,1,5782.166492181883,156.1895649077499678
6314.355577752747,2,12640.161194627454,0,7424.118729013257,6,10040.034541543832,0,5787.583213681421,333.8342929510099552
6324.868857983502,1,12693.695605804409,1,7425.366880108593,7,10094.286914652932,1,5801.36274808793,272.3000498686699295
6333.751976039843,0,12717.996961657624,0,7441.931796869759,6,10099.499401518215,0,5814.957298819003,186.5950741453700053
6362.844312519124,1,12845.213286343243,1,7460.812509372976,7,10206.071752272136,1,5836.1266894249,202.9882935622699727
6391.652498479656,0,12862.985186621471,0,7484.943189976417,6,10230.828468685313,0,5851.663964170483,141.2561614920199981
6574.026533185781,1,12936.750889150165,1,7516.592756798111,5,10277.945691829103,1,5877.490491817949,217.0039815752600127
6582.504379992271,2,12944.758376680652,0,7534.974626593329,4,10278.132043351304,0,5902.367860492707,135.7894754620600107
6594.232739703648,1,13088.480931852351,1,7590.309291831799,3,10387.031124985388,1,5911.312575052278,249.5128011060500047
6602.246521218042,2,13115.817633884324,0,7630.109415725789,2,10408.370256763613,0,5929.545359380504,125.0414394899799785
6621.751102066731,3,13150.96587228321,1,7671.451229527085,3,10556.086166871902,1,5955.363356549599,288.8933084826099952
6624.115425967444,4,13178.302284647429,0,7673.308987309471,2,10570.913581572754,0,5972.190149064701,300.8685218201899252
6637.745318156243,3,13203.711183697743,1,7673.793646308233,3,10630.359294435548,1,5984.149747893179,136.7529518209199746
6645.894161419138,2,13214.572149674221,0,7695.400850743564,2,10657.574617164973,0,6014.934671677894,167.641201327720011
6676.125661926298,3,13229.678489955169,1,7767.156054347536,1,10662.328078679203,1,6056.770122412838,323.6114688860599232
6732.116117295583,4,13237.600103113673,0,7767.183340736092,0,10691.053587500258,0,6089.897920466828,377.0318020253399692
6734.548253461876,3,13401.368541131607,1,7806.131747277192,1,10706.159833228534,1,6111.694112255383,320.0067137948100242
6746.133818940462,2,13410.028362330986,0,7823.09696305273,0,10710.646261110567,0,6123.077982930336,108.5055104673599823
6789.92193683063,3,13471.138260737426,1,7843.272986037056,1,10728.027380000984,1,6142.556507803122,271.4659887177599545
6812.761136689488,2,13511.331905582119,0,7845.205571278478,0,10743.568279609442,0,6177.928269481442,117.5108045015799968
6815.440645160041,1,13561.024461282999,1,7871.987220615625,1,10758.25062627148,1,6181.147381954797,287.9481919019799525
6825.835075607413,2,13576.233256633691,0,7901.007697698439,0,10776.071758223553,0,6200.241853655025,315.9370327013099305
6878.845228288539,1,13640.746317249312,1,7937.654836653919,1,10790.445632567988,1,6225.446764038795,104.383444653869986
6892.740664039122,0,13665.390225655135,0,7939.841726924658,2,10804.163560125426,0,6273.308397903851,82.22078469584798165
6916.435495544006,1,13723.962895551062,1,7940.206968914496,3,10817.240189814419,1,6273.671978429755,325.1431850158400025
6958.761172504786,2,13735.620320207777,0,7958.067506705907,4,10819.035238867029,0,6308.338941718672,236.5708250621800052
6966.317320417434,1,13744.529693945341,1,7969.504922005967,5,10956.765120904742,1,6352.299065531848,101.4817880801799954
6971.921103573917,0,13755.600644550879,0,7976.614254008259,6,10956.998260235673,0,6378.166859758796,225.3509546224399847
7037.968627352431,1,13824.312202071241,1,7986.447924911736,7,10985.694052500316,1,6391.431206970373,130.8294378670399847
7043.348037919267,2,13841.226819870448,0,7996.223687048949,6,11010.762264446064,0,6416.343615369924,236.8996232246599892
7046.156360479596,1,13876.377775006511,1,7997.351179674548,5,11018.963470755627,1,6432.581944317462,118.226366564709991
7063.149270101119,0,13887.481980547467,0,7999.769154950044,6,11028.471378969204,0,6449.076376674557,238.5754485096400107
7077.243452201662,1,13910.729166432517,1,8052.242934702429,7,11052.115729121729,1,6461.634207059959,151.1350890832200087
7124.236386041783,0,13920.979897990925,0,8069.90747609595,6,11061.568403895806,0,6465.770408293034,206.393027832169991
7221.400534060808,1,13946.907961420616,1,8093.461828478059,5,11201.184900870934,1,6491.463877710674,128.6195651915500087
7252.484873108005,2,13966.359100734661,0,8134.430515822246,6,11219.048072681907,0,6500.35100592107,183.5317607225599652
7253.682927781891,1,13989.380319311762,1,8155.01739767458,5,11371.649041448415,1,6525.061658814317,112.4743757577899994
7265.708266790485,2,14007.904763878712,0,8156.496072585141,6,11373.075349794232,0,6530.525681804418,228.1701074384399696
7269.190429229677,1,14310.317984078414,1,8172.359265843076,5,11578.471642345559,1,6560.198865628531,98.6702462306979834
7323.361798814249,2,14323.069817851535,0,8222.382540652121,4,11619.566935814561,0,6574.307080281113,183.1388981520599933
7323.576994490553,1,14356.15852552394,1,8225.21989669257,3,11632.301436657215,1,6598.482906930777,150.8223435275799596
7324.410319191293,2,14361.494245817502,0,8262.385004882858,4,11649.798243011677,0,6603.253709781007,98.9147498182759928
7327.708454310114,3,14449.501325189521,1,8269.319519665706,5,11672.005238627074,1,6667.033119407387,100.5139008509499941
7327.72174303459,4,14458.802840200794,0,8301.465247348663,4,11683.986558417022,0,6669.509736117518,216.9600348623799837
7355.878760693292,3,14563.337224970393,1,8322.666356975393,3,11712.459447540224,1,6703.155335153681,129.1288019678999598
7375.94012843711,2,14579.869203170314,0,8329.9401207441,2,11713.989763100008,0,6718.710984574696,265.2838297605100017
7413.323114287532,1,14591.329445149316,1,8379.623364151591,3,11804.751573866165,1,6751.234440458915,168.7300604666399971
7424.489802675168,2,14598.761068992341,2,8381.987105189319,2,11813.011691671408,0,6759.71580825449,296.0859121986300112
7446.968166515168,1,14631.180004565258,1,8382.195284845583,3,11888.441085114896,1,6770.464782216033,168.2182609979900001
7449.503460534394,2,14665.225246368547,2,8412.171239801802,2,11898.761940030234,0,6782.736558273954,312.0248862161599837
7458.249537655016,3,14665.656624450043,1,8426.60519480762,3,11909.594247882209,1,6798.749624094099,269.9468693203499462
7488.654308285311,2,14718.919459186376,0,8452.747679468112,2,11926.261424179769,0,6827.97552356767,206.2244215009399675
7488.9343797143,3,14719.960572892718,1,8468.39404915057,3,11982.675828810367,1,6862.195611097304,238.0801851298600117
7531.973994410917,2,14742.619068600783,0,8472.888876723528,2,11990.6243125929,0,6867.632720581523,331.3843301449999205
7557.192644967953,3,14986.522845635642,1,8484.600891840899,3,12035.772699694347,1,6891.499951476444,329.890122562830014
7562.865730768241,2,14992.70867214193,0,8502.842681905705,4,12054.52928188716,0,6920.604292776249,244.4786308499499787
7587.786393661033,3,15163.466557028925,1,8528.43582823039,3,12109.972441174659,1,6939.620510138595,369.5580033638399287
7599.320572762938,4,15172.687182132791,0,8544.079417047044,4,12115.600398364094,0,6959.650070195333,227.533952899749976
7608.176371203836,5,15243.972505799496,1,8547.818683663518,3,12195.298922744607,1,6974.684173312249,377.40954257964995
7611.751352272633,6,15254.287041414154,0,8602.522923327002,2,12202.958605357671,0,6998.614075423778,172.7789998163700026
7619.16200171452,5,15288.849293115616,1,8623.842742929854,1,12287.260639838662,1,7004.030566495913,367.6295349561299852
7623.396858895667,6,15291.038224980799,0,8650.438830570399,2,12315.096799393075,0,7038.471422756437,248.54948592580996
7624.112720064,7,15310.832315836792,1,8657.590942741119,3,12332.167941122066,1,7042.990034933369,393.4108324568400107
7655.673990681119,6,15312.52074057523,0,8691.559678270169,2,12342.025531278261,0,7080.434713799505,341.461801986709928
7705.148275264962,5,15384.029698045305,1,8697.62923367044,1,12365.79686977517,1,7091.911050704024,175.4755551600200072
7716.324014486903,4,15410.901929033618,0,8716.40466717077,2,12387.43088887881,0,7107.332215584597,259.5611317657500187
7762.066748392005,5,15464.154727398201,1,8769.047062592034,1,12407.134303396496,1,7121.719487284564,162.958314779779982
7770.089455383186,6,15494.455578999389,0,8781.401853710224,0,12424.464827226831,0,7122.561115622058,288.929395084279917
7781.573061101583,5,15506.580377849547,1,8783.128765352538,1,12431.253257421573,1,7139.067415778098,95.7193778588309948
7782.808210893631,4,15513.439798000867,0,8786.434856270492,2,12435.190337450923,0,7169.047359954594,265.5305034820399887
7796.169645243305,5,15530.242762348603,1,8842.903664330586,1,12499.126087850952,1,7173.2886133119,135.3199859594699882
7829.154702560178,6,15540.581065120928,0,8877.693163725443,0,12514.170992433163,0,7217.648053139909,197.4451078306299783
7845.565742962945,5,15570.503326173652,1,8897.223643247483,1,12564.702991767869,1,7220.595104864448,143.3516526627900016
7851.885496158975,6,15576.530686513858,0,8907.314641808453,2,12588.514104028379,0,7250.60566977548,186.8455821631200132
7864.532358893854,5,15577.087983706929,1,8918.962274822546,1,12661.421815990685,1,7265.878528636637,79.10869940689499885
7918.376829102952,4,15613.589799913858,0,8940.785951305565,0,12705.64857522394,0,7307.14590350704,85.2539265307399885
7964.052150104363,3,15627.828584784276,1,8945.488181597549,1,12715.046523354906,1,7311.888964050166,110.1962348803699848
8009.640283722926,4,15646.033231859526,0,8946.531991592778,2,12716.420371121486,2,7341.046969851743,119.6464357909399888
8013.133781270342,3,15665.393926229299,1,8968.609374888994,1,12733.174187969437,1,7379.428597345148,146.2901718695100038
8015.764475068252,4,15674.038760841588,0,8995.124581503812,2,12771.6694758511,0,7382.029736093244,129.5448629852400015
8021.517098968196,3,15702.9996519515,1,9007.226158502916,1,12793.684397863783,1,7407.680914861589,161.6429726321899801
8041.242787420525,4,15709.347999260405,0,9038.403036941731,0,12797.713060983001,2,7416.291824894071,150.5835581035900072
8061.403655589487,5,15774.931732555486,1,9044.026825425221,1,12807.775367785398,1,7464.449717846151,212.236860257909995
8085.186236975728,4,15776.418026253242,0,9049.450487616056,2,12832.8982162399,0,7472.448854504472,148.038535313179977
8085.946560741023,5,15782.031027114214,1,9055.780518126193,3,12901.393687039884,1,7500.546851174399,177.1850523601499952
8114.812719826647,4,15797.139914386425,0,9061.750235036382,4,12913.79938285279,0,7511.276338958635,240.268629453789969
8146.787283801788,3,15848.383447787861,1,9076.949668727411,5,12995.294308435709,1,7533.422013090234,237.298926349410009
8180.986667059343,2,15878.356745712778,0,9101.242864205731,6,13018.059937258961,0,7540.748247713098,213.0397934029799666
8213.50611678169,3,16020.353127910064,1,9114.313694757645,7,13079.655656388406,1,7567.485621585437,260.514940970159954
8223.897955900261,2,16052.800839176159,0,9115.086561786068,6,13082.95484039681,0,7575.053624264536,247.3318812299499985
8229.425192161582,3,16068.017687095713,1,9119.395310264058,5,13162.837407578123,1,7594.128724195831,169.6389215206600051
8234.470514381386,2,16070.68818514713,0,9154.740755627245,6,13178.124087009706,0,7594.174850743575,287.0976861602499632
8266.107247506686,3,16095.49108736184,1,9193.12162676848,7,13314.424533854192,1,7626.869363062394,319.5637967481999327
8278.594755743063,2,16098.565718586537,0,9194.173920090405,6,13326.05079729695,0,7661.199045468653,211.6955849342600112
8298.998469006239,3,16169.31385382764,1,9194.90244110792,5,13391.987487531172,1,7672.734158129052,351.111662868479924
8313.354038829797,2,16182.560083838008,0,9243.373749513792,6,13408.875237268745,0,7680.298148850574,295.744386699100004
8372.105918252257,1,16194.945060895876,1,9264.948210428073,7,13515.124115612508,1,7691.958917253447,233.709379598429961
8382.101970824454,2,16212.141482919362,0,9267.031826133626,6,13529.008939026012,0,7721.854060547288,327.1530452742999832
8393.257909267974,3,16412.821165795582,1,9282.309552194292,7,13577.078793212973,1,7734.934094692695,245.9997149783899877
8415.082527599754,4,16436.304675013396,0,9285.4988500444,8,13596.910368025525,0,7777.754851910253,220.5622069423000077
8416.377327493765,5,16489.70504744235,1,9287.736862196102,7,13647.850420668721,1,7796.810854242228,335.998344869249989
8422.895158135091,6,16508.772787530441,0,9317.061279303696,6,13667.715292642434,0,7819.741106126859,394.3742260182699492
8423.604125305669,5,16539.274901764664,1,9320.146401228048,7,13715.928585209546,1,7827.65455184642,239.868158185389972
8448.385754808531,4,16549.081766409226,0,9361.468131802752,8,13724.55577008287,0,7858.13514611559,258.8145733526499717
8459.347795337083,5,16562.011928339052,1,9368.989188439255,7,13779.337573546009,1,7858.146907310985,186.695677783900009
8468.592921646442,4,16573.071859006267,0,9375.427036961499,8,13781.84071501593,0,7883.687995317413,275.5116241135799545
8513.652549746202,5,16629.793298389551,1,9386.016895681789,9,13864.40336639743,1,7884.212899216441,210.4192529082100113
8542.707427820901,4,16642.798770046526,0,9388.699027514169,8,13892.356526505984,0,7922.386901315095,310.6355490424599552
8558.610716766956,3,16699.318008773373,1,9437.988616009596,7,13932.358042849841,1,7935.691333737983,129.5595864607900007
8561.127422154314,4,16711.288123052922,0,9470.877271141229,6,13946.625426798277,0,7952.759932923632,109.4869468865799997
8600.678260933758,5,16789.391030306737,1,9482.101846566257,7,13976.230201757827,1,7965.765805629542,342.368946733879965
8621.034166671467,6,16806.178477728222,0,9505.029141711301,6,13977.558532657643,0,7996.225533059328,372.1128129953299305
8642.957239551278,5,16868.176848594797,1,9548.567535086054,7,14028.699216556497,1,8018.030111422057,83.7668075693420061
8671.451984268253,4,16874.556329197859,0,9555.834668650399,6,14045.089197446988,0,8042.315701649688,280.2489532576799992
8689.859720863417,5,16935.671332773778,1,9577.335800234465,5,14060.311582901414,1,8054.6958420391,182.7086214234699915
8699.807599907778,4,16937.206049501928,0,9601.21951892522,6,14076.386970188364,0,8076.210354546917,306.1208991637299717
8712.34607277556,5,16986.391967132458,1,9603.36798544644,7,14127.579516516858,1,8095.465166133835,157.8103294799199708
8715.356619194689,6,16989.876761614427,0,9631.846121548855,6,14156.57724539999,0,8106.798076492493,310.628431249189929
8724.45213139639,7,17016.934071052098,1,9658.453922116693,5,14177.710246353406,1,8135.070158544949,195.228431620289995
8749.074967314995,6,17039.177295763514,2,9702.418753554176,4,14185.098254440802,0,8138.840697540831,309.6859949806499792
8786.750170067429,5,17043.190160763271,1,9724.994671071159,3,14210.300500274836,1,8178.016890871273,326.1313947122999925
8804.713965810076,4,17072.139714446194,0,9748.499758253798,4,14229.637364470262,0,8185.334008152261,245.1270392377599582
8862.152963452496,3,17083.354037453773,1,9757.402042244187,5,14256.107219524847,1,8206.422402932847,248.3548962269400125
8892.103999587123,2,17103.470108360105,0,9791.417891987553,4,14271.117539331527,2,8206.61134582193,196.9710620989999932
8910.979541103386,3,17127.220764112852,1,9797.382808302895,3,14279.846301513978,1,8249.640151668605,273.0258976603499825
8936.828216137088,2,17137.548426555809,0,9811.436071109867,4,14317.980823571046,2,8256.741131027953,240.9766559596999962
8944.56400792025,1,17222.678128300423,1,9830.142757415774,5,14332.292122976975,1,8282.555605121617,313.0506831156499167
8946.244910833437,2,17224.876720631285,0,9847.120054675756,4,14356.998141148313,2,8297.702625238934,256.4598378184099365
8954.906156061958,3,17255.578507848213,1,9884.89569457543,3,14357.660370052248,1,8299.273981243529,237.8703256540399585
9006.246793039714,2,17255.698514764326,0,9901.08825100447,4,14373.695110804342,0,8327.789218272848,341.3412933611099327
9022.199064107807,1,17536.381263196109,1,9919.192425027191,3,14430.519064031305,1,8342.856141018062,256.909580277039935
9084.286097388558,0,17574.621790790189,0,9960.772591183252,4,14441.16472686034,2,8371.727564322489,371.9584093724399725
9164.022362118978,1,17593.950946115704,1,9966.609719918635,3,14442.646273930656,1,8401.273048288133,187.766931506439959
9195.4459295165,0,17612.29738100198,0,9996.390336377143,2,14472.220411511747,0,8414.295928905135,362.0529942027100095
9389.698769175456,1,17628.577780593678,1,10031.286555811861,1,14525.373945941006,1,8441.669750126807,307.239234304559999
9411.364845297753,0,17670.952875267575,2,10041.940711988601,2,14554.94366769407,0,8455.341169526599,225.915977365020011
9569.236567980817,1,17675.827508939513,1,10081.740392010231,1,14623.59892589458,1,8467.307860888127,310.811788302989952
9575.10224614131,0,17690.471877210011,2,10094.286914652932,0,14633.904794829171,0,8488.637935573393,222.5306880667100121
9575.247868222954,1,17704.099661811343,1,10113.394399442712,1,14654.935810932115,1,8514.003069522155,251.6180646392999725
9578.086184096439,2,17750.973134950698,0,10131.300097950121,0,14665.117865529566,0,8520.058359558112,221.0598905518700113
9606.249403339067,3,17753.745322808569,1,10134.845229378603,1,14741.04356917264,1,8542.465785995442,273.1462663297400002
9611.705843244455,2,17759.199462110631,2,10196.018167534831,0,14747.660512905254,0,8561.608283253266,179.5063124288099622
9613.861179266748,3,17790.073511459298,1,10256.389516716625,1,14858.989969896337,1,8575.133898074939,195.5105339233500096
9653.788524491671,2,17797.144313965506,2,10277.945691829103,0,14887.572946424596,0,8591.811136431909,198.5532271639299885
9687.448777306707,1,17808.04689006757,3,10288.387093398607,1,14955.918948337845,1,8596.826018971504,214.630734125919957
9737.544424291454,0,17824.517326485456,2,10292.799597902654,2,14985.516105618152,0,8630.775077362352,162.3810282117800051
9738.382543255748,1,17855.850518489543,1,10303.554580041141,1,15077.386603581913,1,8668.460030667724,241.8548358600999665
9745.565643015777,0,17881.631139304558,2,10321.565643321049,2,15084.88182897451,0,8682.998308344754,267.9157807450000052
9755.206011112058,1,17886.926894630418,1,10346.327152020716,3,15110.083984804416,1,8714.618071733716,298.240744239950003
9800.361920323233,0,17892.554235630318,2,10361.027451497553,2,15110.582122010859,0,8717.29125278995,232.6903609490499877
9805.099315109126,1,17914.985058874274,1,10387.031124985388,1,15258.677651639313,1,8738.358555219238,315.463397084149959
9825.224146854271,0,17919.136120268367,0,10427.10945552359,2,15271.13829898355,0,8740.37588590393,237.5332039982199592
9845.584218295462,1,17968.707123798554,1,10438.885247923758,1,15365.614490688497,1,8785.638614854092,326.290819517009935
9868.447840800482,0,17996.591967782971,0,10480.049175877855,0,15386.124988073567,0,8809.174071135037,295.5215213888300227
10234.384361461912,1,18002.794798399918,1,10489.615365191312,1,15457.677181399456,1,8817.787235998119,273.707818951079957
10288.299736753379,0,18012.82706841785,0,10514.901112684038,2,15492.605765102667,0,8846.634411137925,285.5069889836099707
10303.175867726149,1,18048.356234188282,1,10552.611543183087,1,15524.994734521806,1,8847.41653518465,196.9777046142500007
10321.592742616899,0,18051.345553114966,0,10556.086166871902,0,15531.574458743251,0,8853.890221634967,196.2992788938499863
10761.710194888786,1,18063.513097586873,1,10562.295731902193,1,15541.215082121385,1,8889.46378668372,288.785525749960015
10777.332259612975,2,18078.154150548229,0,10569.58907266836,2,15549.339769892576,0,8920.037360788586,299.0031941171199592
10779.123107007988,1,18145.306374773976,1,10576.672514175292,3,15631.850256053007,1,8924.206128163937,207.8014609931699957
10784.130249208707,2,18152.044627298798,0,10602.898331730447,4,15649.08007439107,0,8950.418853221363,260.5591323579499195
10806.52257165401,1,,,10616.668693589181,3,15699.475995693003,1,8955.490573501874,172.3618081493399918
10854.323968646349,0,,,10630.359294435548,2,15705.462699608765,0,8970.856566487507,184.4217102170200056
10859.323545234218,1,,,10635.580982854686,3,15733.906107678763,1,8985.558681459923,273.2126086843600195
10871.959555605886,0,,,10662.328078679203,2,15734.880665159657,0,9000.83379605372,93.5191542452670031
10889.11324763504,1,,,10672.312886410316,3,15775.053680330615,1,9027.145775036583,129.9221317890999781
10928.067751476924,0,,,10706.159833228534,2,15783.042633774131,0,9042.926776833927,318.474645437539947
11125.417639909003,1,,,10728.027380000984,1,15798.529517574516,1,9051.530364935192,106.0421833376399828
11130.297973270021,0,,,10737.212772783071,2,15845.143472293388,0,9060.678443057897,345.3218238632099415
11139.543572412934,1,,,10743.832975115796,3,15859.748245727657,1,9098.983802573565,188.0042614701799828
11164.014122115955,0,,,10758.25062627148,2,15891.304040676539,0,9120.623065852303,174.3781550188699602
11214.688506797757,1,,,10769.353914849409,3,15930.981085231951,1,9138.663757569219,143.5391760654100035
11221.085247790705,2,,,10778.166933981145,4,15957.960298535645,0,9144.03827349721,189.1321174352499945
11243.574116799965,3,,,10790.445632567988,3,16114.48477115133,1,9168.040193063208,221.50820147042998
11262.222887690585,2,,,10813.505430796333,4,16129.50622454364,0,9234.895803116592,129.9522074151699935
11287.967848942909,3,,,10817.240189814419,3,16187.111836420628,1,9240.825261461555,196.7984360363299735
11289.205793535836,2,,,10862.145049272814,4,16195.344947494561,0,9267.259000660008,129.7538268122499966
11322.149884752453,1,,,10864.444747111008,3,16258.286124523376,1,9274.315621439537,224.8651338234799928
11338.571024213773,0,,,10911.848909749211,2,16276.754925539801,0,9304.20451847038,242.454283433999989
11352.608282054278,1,,,10916.727925409804,3,16321.321929489897,1,9304.996462532588,140.97410041360996
11357.009226616749,2,,,10956.765120904742,2,16324.313129316916,0,9322.246291734899,266.4657736087099227
11385.846652915703,1,,,10966.126152694065,3,16336.936293086257,1,9341.109835529722,124.6493097659700023
11408.807165402124,0,,,10985.694052500316,2,16355.302882444069,0,9341.610948531788,264.6612798043800002
11413.553542502149,1,,,11018.963470755627,1,16380.425455103225,1,9385.081016341078,283.8381521353500137
11429.755878112737,2,,,11052.115729121729,0,16393.924689236173,0,9416.712483281697,302.3987885240500182
11440.54497419682,3,,,11059.577355535878,1,16399.474081688784,1,9442.575723056568,128.8415749759099636
11447.537534202532,2,,,11090.03853516384,0,16417.465782085547,0,9463.75669465898,79.8716353810490031
11450.777149885524,3,,,11123.036916357543,1,16462.045044836023,1,9484.161967651732,329.4212120244899315
11488.879986839354,4,,,11124.795272443699,0,16463.814612966908,0,9499.331452789511,109.6326836140499945
11501.236211056686,3,,,11533.209103901525,1,16545.116940958419,1,9541.25092915341,348.1293023849299277
11504.963300707046,4,,,11568.470269686287,2,16585.844575726274,0,9559.037993981725,105.9054969999599787
11510.875993494609,5,,,11572.997917140976,1,16593.674020726883,1,9580.151633736165,336.7778842223699475
11538.734732658996,4,,,11578.471642345559,0,16617.620863855434,2,9610.918801911379,345.97059148330993
11548.584257881371,3,,,11594.412086981579,1,16629.612934012807,1,9611.965853520288,116.5086426008599853
11576.753160719947,4,,,11632.301436657215,0,16652.746737789034,0,9628.217477256325,84.117560838068982
11591.301020941511,5,,,11640.394251020013,1,16659.126146809254,1,9649.102671033137,366.7931188388399717
11616.605220021266,4,,,11672.005238627074,0,16678.097280899272,2,9657.353455788691,371.8546057442899827
11642.108723124775,3,,,11706.510285602568,1,16679.270644820373,1,9680.479524485642,111.2429565048300045
11657.081328855464,4,,,11712.459447540224,0,16719.371228682565,0,9696.34635725516,376.199956027109918
11686.463678462992,5,,,11713.478211203093,1,16721.414681831074,1,9702.864013159676,127.6161449367199902
11686.526246284341,4,,,11713.552544629922,2,16760.750833803899,0,9732.94747321953,371.4793414167800155
11693.890619622062,5,,,11741.146761733189,1,16768.875334380975,1,9768.264500755886,190.1783166594499893
11699.150537659022,6,,,11750.849167412164,2,16782.231730183434,0,9777.03129790986,401.6042609483599775
11701.454869964393,5,,,11776.024090292487,1,16964.127314360471,1,9796.29529359397,190.0458902548999726
11755.4739775694,6,,,11787.416889138707,2,16980.942311635863,0,9804.668887127732,418.6519914459399827
11770.330708145814,5,,,11804.751573866165,1,17033.731777966281,1,9812.455734774534,330.3538882082799532
11793.241408911587,4,,,11814.582559523401,2,17070.012029079906,0,9850.202303000691,236.3411237339399795
11820.674193518915,3,,,11827.720922896204,3,17105.700823692449,1,9886.541287064568,285.321768139349955
11838.844145046678,4,,,11839.341234012846,4,17142.096464254718,0,9901.728384824141,163.3458415683899712
11864.757327505731,5,,,11849.172584670055,5,17166.406092228068,1,9910.957217668396,362.3896825823400132
11877.093414402167,4,,,11851.149607044412,6,17167.787824222676,2,9940.35681332893,185.150802216869976
